n,rt_qs,rt_ms,c_qs,c_ms
1000,218,804,11618,4932
1000,262,832,11188,4932
1000,256,800,11539,4932
1000,263,796,10837,4932
1000,217,888,10869,4932
1000,264,763,10429,4932
1000,214,830,10907,4932
1000,271,801,11580,4932
1000,215,772,10292,4932
1000,261,839,11752,4932
1000,214,765,10977,4932
1000,260,779,10231,4932
1000,256,856,11078,4932
1000,279,853,11611,4932
1000,260,846,10365,4932
1000,277,832,10817,4932
1000,260,856,10652,4932
1000,271,759,10107,4932
1000,218,772,11562,4932
1000,269,763,10809,4932
1000,216,846,10616,4932
1000,340,871,11490,4932
1000,206,813,10382,4932
1000,257,780,10570,4932
1000,261,850,11101,4932
1000,258,843,10395,4932
1000,272,893,11219,4932
1000,278,770,11405,4932
1000,315,809,10371,4932
1000,346,915,12614,4932
1000,288,953,10895,4932
1000,272,828,10232,4932
1000,324,954,11232,4932
1000,251,1057,10976,4932
1000,306,848,11532,4932
1000,282,886,10920,4932
1000,260,844,11386,4932
1000,238,887,10168,4932
1000,229,783,11174,4932
1000,329,849,11224,4932
1000,277,1069,10155,4932
1000,281,878,11087,4932
1000,343,971,10594,4932
1000,276,840,11585,4932
1000,237,933,10225,4932
1000,212,763,10435,4932
1000,279,847,10994,4932
1000,228,824,9996,4932
1000,243,782,11981,4932
1000,221,852,10539,4932
1000,259,850,9974,4932
1000,305,928,10426,4932
1000,263,824,10627,4932
1000,261,839,11102,4932
1000,269,948,10607,4932
1000,267,929,11702,4932
1000,234,817,10701,4932
1000,273,833,10786,4932
1000,290,1047,10532,4932
1000,213,814,10772,4932
1000,226,778,11072,4932
1000,348,946,11078,4932
1000,233,780,10918,4932
1000,224,801,10360,4932
1000,272,832,10412,4932
1000,268,796,11337,4932
1000,275,861,10975,4932
1000,259,834,10305,4932
1000,219,1039,10995,4932
1000,243,842,10444,4932
1000,221,778,11227,4932
1000,214,764,10613,4932
1000,214,781,10241,4932
1000,205,785,10689,4932
1000,221,777,11241,4932
1000,228,789,11098,4932
1000,260,790,10854,4932
1000,270,861,10238,4932
1000,278,782,10832,4932
1000,257,1016,10396,4932
1000,267,875,10631,4932
1000,310,807,10405,4932
1000,280,870,10552,4932
1000,262,814,10322,4932
1000,310,829,11710,4932
1000,286,824,11639,4932
1000,215,778,11398,4932
1000,232,803,10624,4932
1000,237,769,12445,4932
1000,337,926,11873,4932
1000,266,790,10210,4932
1000,260,812,10300,4932
1000,295,843,12711,4932
1000,214,812,10944,4932
1000,271,781,10535,4932
1000,235,817,11077,4932
1000,229,787,11008,4932
1000,274,997,10764,4932
1000,227,770,12188,4932
1000,210,840,9976,4932
1000,296,836,11563,4932
1000,238,902,10640,4932
1000,230,861,10772,4932
1000,246,870,10060,4932
1000,213,805,10552,4932
1000,273,812,10002,4932
1000,282,890,11523,4932
1000,244,824,9700,4932
1000,286,864,11091,4932
1000,224,814,11320,4932
1000,277,825,10364,4932
1000,260,885,10756,4932
1000,212,796,10342,4932
1000,303,835,12416,4932
1000,310,943,11927,4932
1000,212,779,10886,4932
1000,218,782,10993,4932
1000,243,830,12587,4932
1000,319,920,11214,4932
1000,231,853,10812,4932
1000,233,900,11057,4932
1000,264,796,12292,4932
1000,317,917,12355,4932
1000,325,810,11819,4932
1000,216,788,10188,4932
1000,324,909,10339,4932
1000,294,762,11626,4932
1000,275,785,12213,4932
1000,349,895,10259,4932
1000,208,788,10312,4932
1000,205,788,10925,4932
1000,276,943,10545,4932
1000,250,776,10381,4932
1000,213,780,10909,4932
1000,276,820,10352,4932
1000,213,780,10569,4932
1000,269,916,10292,4932
1000,248,901,10351,4932
1000,284,801,11205,4932
1000,252,791,11300,4932
1000,255,944,10324,4932
1000,274,809,10467,4932
1000,214,809,10664,4932
1000,226,901,11368,4932
1000,233,900,10371,4932
1000,271,783,11581,4932
1000,219,806,10388,4932
1000,217,848,11072,4932
1000,213,805,11651,4932
1000,213,783,11033,4932
1000,302,830,11985,4932
1000,223,823,11012,4932
1000,208,835,10899,4932
1000,276,853,10533,4932
1000,239,821,10476,4932
1000,254,860,10154,4932
1000,284,897,10619,4932
1000,298,814,11368,4932
1000,208,809,10466,4932
1000,276,799,11374,4932
1000,251,805,10890,4932
1000,210,784,11374,4932
1000,279,815,10845,4932
1000,211,781,9940,4932
1000,2841,904,10831,4932
1000,964,931,11109,4932
1000,266,1587,10571,4932
1000,278,897,10156,4932
1000,288,911,13051,4932
1000,311,994,10956,4932
1000,590,911,11117,4932
1000,226,833,10746,4932
1000,248,787,11352,4932
1000,305,947,11667,4932
1000,235,794,11520,4932
1000,249,791,10650,4932
1000,223,786,11240,4932
1000,388,936,11661,4932
1000,324,960,10508,4932
1000,309,975,10425,4932
1000,278,793,10826,4932
1000,273,856,10604,4932
1000,273,829,11788,4932
1000,362,824,10306,4932
1000,290,874,10932,4932
1000,270,824,11141,4932
1000,301,942,10998,4932
1000,228,839,11057,4932
1000,260,993,11259,4932
1000,261,838,11179,4932
1000,231,804,12508,4932
1000,286,1007,10100,4932
1000,269,846,10694,4932
1000,233,784,9938,4932
1000,216,760,10706,4932
1000,234,783,10552,4932
1000,213,806,10378,4932
1000,234,769,10620,4932
1000,219,809,11314,4932
1000,299,951,10438,4932
1000,209,788,10120,4932
1000,277,814,10876,4932
1000,219,873,10766,4932
1000,306,770,11851,4932
1000,214,797,10843,4932
1000,213,780,11037,4932
1000,211,802,10142,4932
1000,268,790,10433,4932
1000,211,779,10666,4932
1000,270,778,11627,4932
1000,208,828,10340,4932
1000,276,887,10644,4932
1000,266,871,10512,4932
1000,279,844,10883,4932
1000,232,778,10157,4932
1000,325,950,10898,4932
1000,216,807,11516,4932
1000,282,948,10848,4932
1000,242,794,11734,4932
1000,295,937,11407,4932
1000,210,813,10763,4932
1000,227,799,10000,4932
1000,226,782,11419,4932
1000,294,989,11157,4932
1000,228,786,10865,4932
1000,286,818,11561,4932
1000,235,881,11552,4932
1000,223,975,10971,4932
1000,232,801,11850,4932
1000,279,796,10804,4932
1000,217,830,11128,4932
1000,237,817,10812,4932
1000,220,820,11082,4932
1000,278,927,11554,4932
1000,220,766,10844,4932
1000,228,925,10358,4932
1000,271,924,11600,4932
1000,230,790,10339,4932
1000,216,792,10419,4932
1000,269,790,10163,4932
1000,212,776,11210,4932
1000,264,839,11059,4932
1000,223,785,10050,4932
1000,267,853,10630,4932
1000,212,806,10087,4932
1000,221,776,10884,4932
1000,230,862,11626,4932
1000,292,842,10842,4932
1000,215,815,12386,4932
1000,245,788,11587,4932
1000,255,950,11037,4932
1000,359,927,11720,4932
1000,234,801,10546,4932
1000,229,828,10790,4932
1000,212,847,10343,4932
1000,279,837,10845,4932
1000,220,789,10584,4932
1000,313,870,10767,4932
1000,214,820,10842,4932
1000,278,807,11529,4932
1000,214,813,10236,4932
1000,307,841,12131,4932
1000,209,807,10310,4932
1000,270,844,11439,4932
10000,3059,8530,162925,64608
10000,3080,8390,156883,64608
10000,2903,8363,150234,64608
10000,2880,8851,155396,64608
10000,3135,8416,159454,64608
10000,2926,8035,171787,64608
10000,2914,7978,149745,64608
10000,2886,7907,154799,64608
10000,2956,8748,149544,64608
10000,2923,8035,150324,64608
10000,2953,8206,154364,64608
10000,2818,7920,146464,64608
10000,3060,7950,148779,64608
10000,2907,7905,146616,64608
10000,3446,8175,168818,64608
10000,2940,7933,156343,64608
10000,3850,8050,143741,64608
10000,3094,7846,174043,64608
10000,2833,8148,149101,64608
10000,3269,7749,148319,64608
10000,2889,7619,152109,64608
10000,2885,7645,159191,64608
10000,2954,8050,155101,64608
10000,3077,8273,150799,64608
10000,2956,7887,153585,64608
10000,2942,7788,155377,64608
10000,3061,8416,158892,64608
10000,2802,7740,149677,64608
10000,2921,7661,145843,64608
10000,2867,8094,159297,64608
10000,2811,7800,151564,64608
10000,3042,7906,160898,64608
10000,2898,8300,153453,64608
10000,3336,7663,171719,64608
10000,2972,7789,158765,64608
10000,2936,7665,151956,64608
10000,2969,7804,161146,64608
10000,3036,8423,162043,64608
10000,3657,8086,161983,64608
10000,3759,9975,157497,64608
10000,3449,8604,162628,64608
10000,2908,8615,156103,64608
10000,3286,8013,156355,64608
10000,3601,8924,150515,64608
10000,3065,8241,158872,64608
10000,2818,8571,153159,64608
10000,3170,9320,150685,64608
10000,3019,7843,153252,64608
10000,3638,9225,155271,64608
10000,3326,8111,162547,64608
10000,3017,8413,152756,64608
10000,3293,8154,152471,64608
10000,3202,8544,168743,64608
10000,2884,7709,159605,64608
10000,2920,8731,149034,64608
10000,2908,8346,154320,64608
10000,2854,8682,148367,64608
10000,2950,8672,156812,64608
10000,3126,7880,151467,64608
10000,3909,8527,166866,64608
10000,3234,8479,161739,64608
10000,2776,8830,147927,64608
10000,3137,8575,159729,64608
10000,2802,7857,144740,64608
10000,3323,8740,146960,64608
10000,2983,8188,154098,64608
10000,3074,7758,156157,64608
10000,3245,8426,162996,64608
10000,2924,8745,173234,64608
10000,3076,7863,151466,64608
10000,2973,7726,164868,64608
10000,3001,8421,155301,64608
10000,2975,8176,155014,64608
10000,2830,7944,149828,64608
10000,3265,8013,155179,64608
10000,2851,8171,151642,64608
10000,3020,7587,163223,64608
10000,3522,9291,148007,64608
10000,4053,9120,153582,64608
10000,2974,7824,152426,64608
10000,3363,9622,150868,64608
10000,2851,8405,155568,64608
10000,2887,8505,153753,64608
10000,3409,9577,154149,64608
10000,2823,8318,156055,64608
10000,3155,7895,160795,64608
10000,2857,7710,146651,64608
10000,2924,7607,157930,64608
10000,2877,7606,155548,64608
10000,2951,7706,151626,64608
10000,3007,7811,160901,64608
10000,2826,8038,150545,64608
10000,2904,7933,152515,64608
10000,2813,7740,151364,64608
10000,5629,16100,157859,64608
10000,3694,7643,154351,64608
10000,3791,9620,159621,64608
10000,2930,7631,156408,64608
10000,2812,7713,169495,64608
10000,2720,8305,149515,64608
10000,2805,7665,156085,64608
10000,2733,7876,149833,64608
10000,2825,7782,149331,64608
10000,3175,7623,177288,64608
10000,3148,7598,167255,64608
10000,2785,7611,161257,64608
10000,2902,7761,158376,64608
10000,2882,8051,156449,64608
10000,2761,7672,158144,64608
10000,2798,7934,155036,64608
10000,2923,7603,157409,64608
10000,3037,7553,164497,64608
10000,2995,7948,169305,64608
10000,3259,8338,152499,64608
10000,2902,7710,156513,64608
10000,2937,7660,157740,64608
10000,2823,7580,155405,64608
10000,2765,8217,147473,64608
10000,2785,7619,154930,64608
10000,2902,7842,154970,64608
10000,2840,7984,156978,64608
10000,2764,7623,146287,64608
10000,2948,8913,148236,64608
10000,2832,7945,153316,64608
10000,2820,7998,157887,64608
10000,2761,7904,153315,64608
10000,2857,7918,156066,64608
10000,2918,7857,154978,64608
10000,3815,7954,168516,64608
10000,2828,7845,149989,64608
10000,3433,7683,154413,64608
10000,2904,7850,156594,64608
10000,2928,7607,148834,64608
10000,2920,7640,153762,64608
10000,2888,7963,163669,64608
10000,2899,7914,144253,64608
10000,2760,7778,146918,64608
10000,3426,8482,146594,64608
10000,2982,7744,158399,64608
10000,2860,7628,150596,64608
10000,2969,7779,159924,64608
10000,2902,7643,154549,64608
10000,2865,8638,152142,64608
10000,2863,8417,148947,64608
10000,3077,8015,148581,64608
10000,3449,8009,150033,64608
10000,2986,7655,150015,64608
10000,2834,8203,166396,64608
10000,3172,7725,177180,64608
10000,3019,7881,164483,64608
10000,2981,8198,151747,64608
10000,3499,7845,153355,64608
10000,2820,8690,157787,64608
10000,3016,7921,157682,64608
10000,2968,8145,158312,64608
10000,3096,8006,153895,64608
10000,2983,8809,156927,64608
10000,3297,9654,149445,64608
10000,3363,8442,168999,64608
10000,3246,8452,161330,64608
10000,3006,7831,150870,64608
10000,2890,8285,160172,64608
10000,3407,8788,155004,64608
10000,2812,7915,144916,64608
10000,3697,8768,154870,64608
10000,3158,8424,150109,64608
10000,3221,7954,147916,64608
10000,2913,7648,151704,64608
10000,2956,8321,160280,64608
10000,3793,8067,158055,64608
10000,3366,8407,167143,64608
10000,4248,9291,184684,64608
10000,3127,7656,158853,64608
10000,2954,7968,172868,64608
10000,3155,7774,150134,64608
10000,3104,8105,156084,64608
10000,3062,9149,156673,64608
10000,3964,8154,164637,64608
10000,3079,8174,154917,64608
10000,2754,8951,153907,64608
10000,3226,7833,152172,64608
10000,2959,7792,168052,64608
10000,3035,7607,167631,64608
10000,2862,8230,147357,64608
10000,2821,8051,144054,64608
10000,2800,7619,149524,64608
10000,3049,8201,160689,64608
10000,2805,7552,159469,64608
10000,3942,7823,171697,64608
10000,2992,7612,161147,64608
10000,2843,7597,160293,64608
10000,2903,8891,156773,64608
10000,3916,8718,154247,64608
10000,2926,7924,148474,64608
10000,2804,7738,166119,64608
10000,2930,7664,152760,64608
10000,2906,7668,153804,64608
10000,3361,8262,146861,64608
10000,2872,7594,154435,64608
10000,3650,7569,173084,64608
10000,2846,7953,145358,64608
10000,3147,8382,152770,64608
10000,2965,7595,161235,64608
10000,3372,7756,151579,64608
10000,2908,7762,156170,64608
10000,2849,7675,150868,64608
10000,2835,7632,151728,64608
10000,2925,7686,162206,64608
10000,2842,8005,154596,64608
10000,2798,7590,147640,64608
10000,3485,7631,157513,64608
10000,2885,7582,156030,64608
10000,3219,7941,156475,64608
10000,3766,8936,152051,64608
10000,3006,8098,155214,64608
10000,3477,7869,163871,64608
10000,2860,8013,158329,64608
10000,3028,7844,168168,64608
10000,2837,7859,157081,64608
10000,3224,8018,149842,64608
10000,3025,7867,160062,64608
10000,2873,8276,155394,64608
10000,3529,7917,167592,64608
10000,2941,14918,147122,64608
10000,2823,8594,158590,64608
10000,3201,7679,162095,64608
10000,2826,8038,156443,64608
10000,2926,7935,154287,64608
10000,3044,7731,167331,64608
10000,2939,7671,146827,64608
10000,2817,7618,157139,64608
10000,2851,7715,147329,64608
10000,3167,7614,150824,64608
10000,2880,8090,153089,64608
10000,2900,8058,163903,64608
10000,2791,7666,145425,64608
10000,3189,7740,171752,64608
10000,2766,7584,153734,64608
10000,3032,7592,152115,64608
10000,2844,7690,162898,64608
10000,3100,7616,168501,64608
10000,2882,7966,145626,64608
10000,2794,7570,150731,64608
10000,3119,7754,158418,64608
10000,2864,8248,154477,64608
10000,2882,7922,155879,64608
10000,2861,7856,147950,64608
10000,2995,7621,160115,64608
10000,2764,7824,149060,64608
10000,2895,8085,156171,64608
10000,2777,7868,145790,64608
10000,3849,8325,169191,64608
10000,2904,8437,152979,64608
10000,3130,7713,161214,64608
10000,2821,8698,149495,64608
10000,3493,8766,152302,64608
10000,2781,7778,145026,64608
10000,4047,9697,154013,64608
10000,2851,8458,166708,64608
10000,3764,7868,156008,64608
10000,3770,10478,161641,64608
10000,3538,7974,169246,64608
10000,3105,7670,147933,64608
10000,2760,8011,144689,64608
10000,2943,7839,151853,64608
10000,2787,7679,152153,64608
10000,3150,7719,172749,64608
10000,2807,7580,153096,64608
10000,2964,7907,164808,64608
10000,3004,7626,155151,64608
10000,2946,7708,164671,64608
10000,3287,7704,169811,64608
10000,2841,7681,149779,64608
10000,3044,7589,152343,64608
10000,2940,7611,154856,64608
10000,2938,7759,153464,64608
10000,2880,7905,156356,64608
10000,2779,7608,150616,64608
10000,2941,8035,156510,64608
10000,3304,7914,151955,64608
10000,3072,8116,146945,64608
10000,2869,7657,156320,64608
10000,2922,7818,163491,64608
10000,2962,8018,150409,64608
10000,2905,7638,154418,64608
10000,2778,7722,150041,64608
10000,3258,8308,157517,64608
10000,3030,9120,153679,64608
10000,2941,7794,147248,64608
10000,2775,7676,150724,64608
10000,2994,7839,149967,64608
10000,3011,7636,152109,64608
10000,2825,8217,153838,64608
10000,2810,7866,146224,64608
10000,2939,7790,143638,64608
10000,3701,8064,150605,64608
10000,3112,8103,158836,64608
10000,3795,8911,158722,64608
10000,3621,8134,152755,64608
10000,2881,7632,161621,64608
10000,3445,7982,167015,64608
10000,2815,9871,144124,64608
10000,2940,9516,151328,64608
10000,3807,8068,154048,64608
10000,2981,8022,149882,64608
10000,2892,7658,158718,64608
10000,2839,7744,157137,64608
10000,2889,7559,150191,64608
10000,2826,7632,157809,64608
10000,2880,7671,156971,64608
10000,2907,7722,154928,64608
10000,2869,7766,157796,64608
10000,3347,8014,165552,64608
10000,2890,8174,149002,64608
10000,3138,7629,160677,64608
10000,3151,7698,173563,64608
10000,2913,7836,150370,64608
10000,2767,7580,153233,64608
10000,3151,7674,164687,64608
10000,2784,8350,161201,64608
10000,3177,8044,147451,64608
10000,2838,7701,153754,64608
10000,2855,7566,151866,64608
10000,2780,7662,158980,64608
10000,2933,8466,153247,64608
10000,2857,7664,151958,64608
10000,3333,7657,178602,64608
10000,2988,7736,163751,64608
10000,2990,7634,145411,64608
10000,3170,7723,152575,64608
10000,2946,9141,159464,64608
10000,2944,7642,152885,64608
10000,2946,7751,158498,64608
10000,3184,9521,166782,64608
10000,2967,7791,157994,64608
10000,3177,8260,161628,64608
10000,2841,7870,149674,64608
10000,3351,7693,155704,64608
10000,2958,7739,164623,64608
10000,2859,8044,148671,64608
10000,2996,7784,168239,64608
10000,4976,9235,170846,64608
10000,2900,7767,153332,64608
10000,2934,7753,165063,64608
10000,2824,7664,149153,64608
10000,2840,7553,157423,64608
10000,2773,8093,153557,64608
10000,2998,7558,172706,64608
10000,2751,7620,154384,64608
10000,2842,7359,152595,64608
10000,2766,7376,147628,64608
10000,2724,7350,151845,64608
10000,2670,7336,150401,64608
10000,2601,7290,153021,64608
10000,2806,9694,156807,64608
10000,2801,9806,158406,64608
10000,3258,7176,155431,64608
10000,2651,7274,149485,64608
10000,2494,6968,150802,64608
10000,2619,6968,155432,64608
10000,2629,6931,158758,64608
10000,2523,7309,157553,64608
10000,2587,7017,144895,64608
10000,2538,6883,149949,64608
10000,3238,8039,147177,64608
10000,2557,6784,152622,64608
10000,2663,6757,168159,64608
10000,2615,6757,172607,64608
10000,2681,7631,160640,64608
10000,3064,7760,156519,64608
10000,2531,9379,152875,64608
10000,2522,8673,152308,64608
10000,3537,8618,158473,64608
10000,2540,6542,161922,64608
10000,2392,6507,152028,64608
10000,2440,6824,149140,64608
10000,2274,6561,145666,64608
10000,2315,6418,147916,64608
10000,2422,6328,159676,64608
10000,2576,6337,155751,64608
10000,2309,6275,152964,64608
10000,2333,6653,146720,64608
10000,2499,6290,162875,64608
10000,2359,6222,151342,64608
10000,2458,6348,157476,64608
10000,2413,6635,159699,64608
10000,2642,6853,169223,64608
10000,2576,7947,153245,64608
10000,2502,6390,157998,64608
10000,2255,6945,156635,64608
10000,2524,7171,166144,64608
10000,2456,6543,155671,64608
10000,2406,6567,156953,64608
10000,2488,6500,157697,64608
10000,2411,6566,160534,64608
10000,2274,6084,151213,64608
10000,2341,6196,159776,64608
10000,2361,6896,157395,64608
10000,2299,6697,148484,64608
10000,2931,7090,163068,64608
10000,2520,6860,153539,64608
10000,2426,6425,154307,64608
10000,2295,6414,152861,64608
10000,2546,6252,158524,64608
10000,2302,6278,150768,64608
10000,2415,6528,154953,64608
10000,2237,6215,165053,64608
10000,2309,6374,155085,64608
10000,2336,6455,152505,64608
10000,2336,6581,155178,64608
10000,2479,6198,164356,64608
10000,2321,6384,163368,64608
10000,2686,6111,159508,64608
10000,2217,6950,152663,64608
10000,2453,7043,152797,64608
10000,2530,6795,162501,64608
10000,2643,6150,151276,64608
10000,2489,7120,157397,64608
10000,2612,6791,150541,64608
10000,2405,7155,160147,64608
10000,2755,6142,152712,64608
10000,2202,6076,151256,64608
10000,2275,6183,158849,64608
10000,2475,6022,163711,64608
10000,2331,6021,159933,64608
10000,2228,6119,164122,64608
10000,2200,6223,149145,64608
10000,2285,6167,154435,64608
10000,2181,6145,142742,64608
10000,2395,7244,153151,64608
10000,2541,6004,153083,64608
10000,2207,5958,152623,64608
10000,2220,6488,152685,64608
10000,2567,6210,158272,64608
10000,2224,6512,151313,64608
10000,2298,5981,148859,64608
10000,2242,5964,151796,64608
10000,2306,6310,155413,64608
10000,2261,5993,160967,64608
10000,2239,6492,157158,64608
10000,2247,6129,150441,64608
10000,2178,6142,148448,64608
10000,2297,6609,155049,64608
10000,2509,6059,146143,64608
10000,2280,6220,149639,64608
10000,2588,6193,154789,64608
10000,2301,6163,151861,64608
10000,2311,6376,153559,64608
10000,2657,6933,146944,64608
10000,2237,6482,156292,64608
10000,2563,6283,153228,64608
10000,2230,6383,147430,64608
10000,2399,6385,160477,64608
10000,2532,6520,157883,64608
10000,2328,6971,146926,64608
10000,2750,5996,177260,64608
10000,2838,6679,153790,64608
10000,2301,6760,156427,64608
10000,2845,6217,157132,64608
10000,2358,6392,168915,64608
10000,2216,6639,146860,64608
10000,2217,6144,149555,64608
10000,2338,9372,149649,64608
10000,2205,6349,153405,64608
10000,2665,6645,155607,64608
10000,2660,6797,158769,64608
10000,2389,6450,156404,64608
10000,2294,7302,146458,64608
10000,2396,6263,158298,64608
10000,2205,6487,152498,64608
10000,2607,6798,151478,64608
10000,2419,6657,157454,64608
10000,2604,6488,159649,64608
10000,2275,6607,146787,64608
10000,2427,6403,145867,64608
10000,2253,6488,154143,64608
10000,2817,6392,156620,64608
10000,2219,6620,150511,64608
10000,2295,6199,155083,64608
10000,2227,6161,160482,64608
10000,2221,5983,152184,64608
10000,2831,6281,151641,64608
10000,2384,6571,151017,64608
10000,2298,6102,158473,64608
10000,2348,6354,149193,64608
10000,2201,6987,147385,64608
10000,2568,6556,173132,64608
10000,2231,5990,152231,64608
10000,2642,6400,145889,64608
10000,2371,6259,163830,64608
10000,2361,6424,148324,64608
10000,3069,6371,159412,64608
10000,2824,6506,156958,64608
10000,2284,6197,153687,64608
10000,2525,5942,161588,64608
10000,2207,6468,156885,64608
10000,2398,6212,154112,64608
10000,2568,6074,151861,64608
10000,2380,31204,148715,64608
10000,2241,7533,153730,64608
10000,2452,6093,158485,64608
10000,2223,6751,151410,64608
10000,2411,6311,160340,64608
10000,2291,6266,155542,64608
10000,2352,6002,163473,64608
10000,2511,6118,150729,64608
10000,2342,6371,153742,64608
10000,2172,6049,148679,64608
10000,2264,6073,149388,64608
10000,2325,6084,153845,64608
10000,2524,6189,159937,64608
10000,2992,6229,165893,64608
10000,2430,6283,160804,64608
10000,2172,6335,154666,64608
10000,2246,5993,153626,64608
10000,2265,5975,147719,64608
10000,2264,5936,156877,64608
10000,2564,6725,159525,64608
10000,2500,6147,149666,64608
10000,2255,6388,155625,64608
10000,2600,6125,167672,64608
10000,2474,6014,148136,64608
10000,2241,5998,152704,64608
10000,2380,6095,165555,64608
10000,2400,6188,165687,64608
10000,2309,6106,154796,64608
10000,2181,6127,147854,64608
10000,2218,6009,154703,64608
10000,2401,5964,151489,64608
10000,2569,6408,162394,64608
10000,2191,6456,152025,64608
10000,2312,5925,158018,64608
10000,2392,6530,150660,64608
10000,2542,7024,147195,64608
10000,2226,6351,153691,64608
10000,2767,6222,160586,64608
10000,2219,6860,149138,64608
10000,2406,6519,146145,64608
10000,2744,6816,158809,64608
10000,2683,6545,153420,64608
10000,2644,6839,165588,64608
10000,2770,6660,168495,64608
10000,2480,6207,154087,64608
10000,2200,6793,145428,64608
10000,2315,7026,159437,64608
10000,2423,6081,158873,64608
10000,2369,6780,153509,64608
10000,3030,7541,147880,64608
10000,3172,6838,162799,64608
10000,2662,6576,157612,64608
10000,2359,7001,150585,64608
10000,2159,6337,153653,64608
10000,2350,6501,162204,64608
10000,2693,6176,157118,64608
10000,2610,6108,156142,64608
10000,2322,6795,152541,64608
10000,2445,6132,153639,64608
10000,2213,6196,146538,64608
10000,2212,6697,157742,64608
10000,2508,6631,157418,64608
10000,2953,7306,159652,64608
10000,2525,7837,152753,64608
10000,2191,6723,145282,64608
10000,2402,6239,153490,64608
10000,2295,6423,159781,64608
10000,2274,6302,152152,64608
10000,2418,6206,152645,64608
10000,2210,6507,155320,64608
10000,2349,6357,153133,64608
10000,2877,6876,159223,64608
10000,2783,6964,161631,64608
10000,2432,7216,150757,64608
10000,3137,6183,146532,64608
10000,2186,6132,142966,64608
10000,2338,6195,155863,64608
10000,2487,6266,155896,64608
10000,2512,6401,157358,64608
10000,2852,6059,153387,64608
10000,2284,6014,160431,64608
10000,2331,6482,164851,64608
10000,2326,6443,143781,64608
10000,2301,6408,156024,64608
10000,2239,6125,144663,64608
10000,2424,6319,146754,64608
10000,2366,6339,157434,64608
10000,2122,6505,150675,64608
10000,2722,6581,151054,64608
10000,2484,6173,154607,64608
10000,2434,6203,150897,64608
10000,2563,6153,146444,64608
10000,2287,6169,152018,64608
10000,3310,6884,148930,64608
10000,2478,6331,161433,64608
10000,2574,6196,153807,64608
10000,2731,6770,155941,64608
10000,2238,6483,159346,64608
10000,2402,6086,147977,64608
10000,2113,6440,149083,64608
10000,2457,6145,154078,64608
10000,2331,6268,155506,64608
10000,2529,6551,147951,64608
10000,2342,6350,164685,64608
10000,2345,6139,165598,64608
10000,2194,6536,153141,64608
10000,2396,6146,155775,64608
10000,2257,6105,147085,64608
10000,2246,5990,156584,64608
10000,2595,6239,149320,64608
10000,2348,6268,154931,64608
10000,2515,6313,149741,64608
10000,2628,6292,155284,64608
10000,2262,6220,148475,64608
10000,2221,6640,157254,64608
10000,2631,6512,163469,64608
10000,2295,6210,158191,64608
10000,2627,6090,153371,64608
10000,2779,6688,164606,64608
10000,2330,7124,152007,64608
10000,2707,6303,159121,64608
10000,3402,6243,156107,64608
10000,2252,6565,155834,64608
10000,2514,6493,164954,64608
10000,2530,6222,158552,64608
10000,2319,5924,149368,64608
10000,2291,5942,151207,64608
10000,2211,6082,148713,64608
10000,2227,7253,151620,64608
10000,2348,6016,154301,64608
10000,2730,6095,178422,64608
10000,2382,6247,156314,64608
10000,2336,5977,166310,64608
10000,2370,6227,167867,64608
10000,2353,6221,153628,64608
10000,2374,6101,155047,64608
10000,2534,6403,144167,64608
10000,2192,6604,150759,64608
10000,2353,6211,151889,64608
10000,2431,6204,158645,64608
10000,2287,6025,157143,64608
10000,2343,5976,167754,64608
10000,2233,6379,149600,64608
10000,2331,6075,158028,64608
10000,2373,6024,154254,64608
10000,2229,6933,166610,64608
10000,2341,6165,162469,64608
10000,2290,6016,159133,64608
10000,2245,13640,147871,64608
10000,3325,6454,156483,64608
10000,2393,6656,155690,64608
10000,2338,6569,156970,64608
10000,2246,6109,157582,64608
10000,2465,6133,169299,64608
10000,2255,6099,152447,64608
10000,2641,7728,155654,64608
10000,2517,6028,157752,64608
10000,2282,6001,150736,64608
10000,2450,5954,160584,64608
10000,2385,5930,156442,64608
10000,2414,5970,144884,64608
10000,2238,6431,149899,64608
10000,2302,6119,150082,64608
10000,2246,6497,148080,64608
10000,2320,6608,155428,64608
10000,2434,5957,154690,64608
10000,2225,6007,154373,64608
10000,2214,6164,143248,64608
10000,2283,5941,164621,64608
10000,2311,6011,153882,64608
10000,2368,6070,156570,64608
10000,2189,5910,148262,64608
10000,2312,7903,156091,64608
10000,2245,6004,147571,64608
10000,2196,5955,150822,64608
10000,2286,6122,152721,64608
10000,2230,6135,150615,64608
10000,2379,6041,154660,64608
10000,2305,6085,160269,64608
10000,2319,6091,164894,64608
10000,2354,6032,148464,64608
10000,2367,6184,163015,64608
10000,2262,6297,157142,64608
10000,2254,5972,151334,64608
10000,2138,6442,150434,64608
10000,2284,6059,147029,64608
10000,2804,6079,167990,64608
10000,2445,6093,162003,64608
10000,2226,5945,153450,64608
10000,2178,6106,152135,64608
10000,2461,6066,155634,64608
10000,2201,6032,155196,64608
10000,2320,6508,160040,64608
10000,2301,5959,150459,64608
10000,2482,5947,170839,64608
10000,2255,5918,155268,64608
10000,2346,6268,151116,64608
10000,2288,5962,158725,64608
10000,3157,6345,155008,64608
10000,2335,6076,157677,64608
10000,2231,6119,153334,64608
10000,2569,6101,166215,64608
10000,2255,5993,159805,64608
10000,2308,6009,153468,64608
