n,rt_qs,rt_ms,c_qs,c_ms
1000000,354612,690557,25124815,9884992
1000000,362351,686967,25076486,9884992
1000000,345194,696880,24299862,9884992
1000000,352091,694532,24758618,9884992
1000000,353193,698345,24969936,9884992
1000000,382582,695535,26500428,9884992
1000000,348842,695339,24554922,9884992
1000000,349651,700025,23984959,9884992
1000000,344120,693317,23906166,9884992
1000000,350611,697254,23895044,9884992
1000000,348829,698914,25377190,9884992
1000000,341247,699555,24624700,9884992
1000000,359646,692005,24987193,9884992
1000000,360518,689652,24925381,9884992
1000000,349892,693880,25611531,9884992
1000000,338481,699778,24851595,9884992
1000000,360135,695447,25512528,9884992
1000000,344698,695238,24866197,9884992
1000000,342615,697435,24424125,9884992
1000000,340605,702173,24397001,9884992
1000000,346322,693911,25841525,9884992
1000000,336445,699708,24720384,9884992
1000000,364942,696182,24991203,9884992
1000000,362582,704998,25653057,9884992
1000000,361086,691044,24894795,9884992
1000000,359748,696221,25360105,9884992
1000000,346090,699466,24140069,9884992
1000000,352910,698005,25274499,9884992
1000000,351657,699169,25725195,9884992
1000000,351773,700952,24527375,9884992
1000000,353687,692347,24829986,9884992
1000000,349024,692735,24161882,9884992
1000000,349877,694898,24425538,9884992
1000000,348138,700758,24326655,9884992
1000000,347550,694941,24025829,9884992
1000000,339417,699275,24150685,9884992
1000000,348762,700490,24709760,9884992
1000000,392258,694824,24752159,9884992
1000000,372560,698300,26691455,9884992
1000000,357665,705175,25249900,9884992
1000000,361000,695333,24886818,9884992
1000000,360762,704759,25087944,9884992
1000000,358804,697070,25383151,9884992
1000000,352593,695610,24425527,9884992
1000000,344008,708684,24395060,9884992
1000000,373417,686296,25885983,9884992
1000000,344990,694357,24373431,9884992
1000000,349926,687511,24172618,9884992
1000000,354000,701230,24695113,9884992
1000000,355737,691856,25304003,9884992
1000000,342501,703461,25090757,9884992
1000000,344370,705380,25341247,9884992
1000000,349005,699932,24180251,9884992
1000000,347489,696958,24018911,9884992
1000000,345339,693675,24228661,9884992
1000000,382632,689795,25426923,9884992
1000000,354426,697659,24925100,9884992
1000000,343558,695985,24137161,9884992
1000000,351144,701287,24242720,9884992
1000000,353058,698231,24503405,9884992
1000000,344629,694730,24868632,9884992
1000000,359433,694041,25363771,9884992
1000000,357033,695512,24317886,9884992
1000000,348568,699260,23676130,9884992
1000000,366811,723248,25010938,9884992
1000000,353487,710531,25314233,9884992
1000000,360962,713580,24768770,9884992
1000000,343469,727056,24736591,9884992
1000000,372281,747203,24961149,9884992
1000000,393876,753477,24638372,9884992
1000000,380298,715350,26445677,9884992
1000000,352886,724620,24701415,9884992
1000000,385495,759741,24706955,9884992
1000000,340780,690179,24500895,9884992
1000000,350208,715098,24730858,9884992
1000000,360447,704102,26307745,9884992
1000000,355538,697006,24688353,9884992
1000000,352532,695997,24896857,9884992
1000000,363190,701514,25958186,9884992
1000000,347850,703219,24548218,9884992
1000000,350166,695209,23954734,9884992
1000000,350758,695953,24974558,9884992
1000000,356213,699006,24714027,9884992
1000000,361406,699285,24816829,9884992
1000000,341905,696744,24998351,9884992
1000000,367365,693213,25431779,9884992
1000000,363616,696166,25689826,9884992
1000000,358466,693697,25850315,9884992
1000000,348905,702623,24035436,9884992
1000000,340829,694790,24324268,9884992
1000000,347289,702477,24141569,9884992
1000000,357548,699887,24018494,9884992
1000000,359563,709499,24719984,9884992
1000000,350846,693522,24888097,9884992
1000000,352570,691568,25369743,9884992
1000000,349903,695905,24436914,9884992
1000000,347990,696557,24086936,9884992
1000000,356278,691137,24845462,9884992
1000000,348659,700988,25174621,9884992
1000000,357491,691887,24595234,9884992
1000000,346641,689463,24719529,9884992
1000000,359102,698423,25590552,9884992
1000000,353232,696992,25559399,9884992
1000000,347498,699450,24193203,9884992
1000000,354577,700094,25062625,9884992
1000000,355973,692258,25694863,9884992
1000000,352751,698618,24750929,9884992
1000000,343755,698223,24936658,9884992
1000000,348619,701728,24281881,9884992
1000000,354220,704671,25189057,9884992
1000000,348781,686712,23888470,9884992
1000000,356720,701652,25701726,9884992
1000000,352099,698085,25105849,9884992
1000000,365556,693405,25737965,9884992
1000000,376950,694491,26717169,9884992
1000000,343474,704828,24398776,9884992
1000000,353066,697030,23828185,9884992
1000000,349550,696763,24315490,9884992
1000000,357304,705915,24495440,9884992
1000000,344765,687744,24165694,9884992
1000000,364306,698692,25363311,9884992
1000000,357930,691728,25091647,9884992
1000000,341463,693518,24235568,9884992
1000000,357975,694046,24514542,9884992
1000000,375672,692157,26846056,9884992
1000000,347317,697071,24366772,9884992
1000000,352423,692976,25451163,9884992
1000000,383634,697980,26716693,9884992
1000000,345884,692724,24335029,9884992
1000000,343313,691353,24861234,9884992
1000000,353455,695314,24502523,9884992
1000000,355698,689186,25048026,9884992
1000000,340755,698098,24960854,9884992
1000000,341298,705332,24547900,9884992
1000000,353433,702493,23973181,9884992
1000000,364800,694958,26700018,9884992
1000000,360117,700915,24698943,9884992
1000000,352698,699783,24353965,9884992
1000000,336757,700501,24674585,9884992
1000000,346806,703783,24461103,9884992
1000000,343077,700924,24273075,9884992
1000000,360495,701111,25493077,9884992
1000000,354708,695093,24817224,9884992
1000000,356745,685530,24565514,9884992
1000000,359167,706277,25317430,9884992
1000000,352710,696123,24806303,9884992
1000000,348840,697938,24683398,9884992
1000000,346459,700259,24298859,9884992
1000000,347248,700629,24316326,9884992
1000000,343463,702008,25198928,9884992
1000000,366180,698441,25844481,9884992
1000000,348585,694320,24018200,9884992
1000000,352511,696629,24945260,9884992
1000000,348702,702299,24207040,9884992
1000000,344240,703295,24633526,9884992
1000000,352501,699967,24830361,9884992
1000000,352029,723653,24636207,9884992
1000000,352602,699074,24733327,9884992
1000000,363209,702917,25704973,9884992
1000000,351419,693916,24097667,9884992
1000000,349401,699603,24295761,9884992
1000000,346697,708547,25349800,9884992
1000000,352941,709625,25002668,9884992
1000000,360473,702254,24720356,9884992
1000000,351609,684790,24470905,9884992
1000000,339484,704157,23926181,9884992
1000000,350093,694902,25356884,9884992
1000000,342886,698527,24357835,9884992
1000000,359149,719703,25662946,9884992
1000000,356743,699894,24940196,9884992
1000000,346718,704710,24021021,9884992
1000000,360475,698619,24779414,9884992
1000000,336211,689487,24349621,9884992
1000000,348351,691190,24048960,9884992
1000000,357700,693393,24712567,9884992
1000000,369136,694691,25405139,9884992
1000000,342580,701388,23596716,9884992
1000000,343264,699928,24496104,9884992
1000000,352886,701331,24629557,9884992
1000000,357510,696853,24372599,9884992
1000000,347009,697303,24525000,9884992
1000000,355860,701332,25190517,9884992
1000000,349445,696306,24163398,9884992
1000000,358486,693995,24307144,9884992
1000000,347998,700585,25748902,9884992
1000000,371849,696407,26632042,9884992
1000000,347540,684188,23866649,9884992
1000000,352905,691596,24890366,9884992
1000000,358145,687857,25808855,9884992
1000000,342333,696826,23737101,9884992
1000000,355723,702357,24842294,9884992
1000000,352458,692678,24942215,9884992
1000000,360104,700971,25164175,9884992
1000000,352164,698280,24180321,9884992
1000000,356165,700857,24785475,9884992
1000000,351936,700158,24505674,9884992
1000000,364281,694692,25185625,9884992
1000000,346768,698669,24567693,9884992
1000000,356026,698431,24710817,9884992
1000000,365779,702951,25471736,9884992
1000000,348402,699707,24254224,9884992
1000000,353711,704233,24722841,9884992
1000000,344497,692610,23667663,9884992
1000000,349129,700406,24110112,9884992
1000000,357341,698366,24825882,9884992
1000000,364615,699051,26025699,9884992
1000000,359460,691684,25720802,9884992
1000000,333963,692206,25509233,9884992
1000000,339686,691163,24393665,9884992
1000000,350537,699624,24949832,9884992
1000000,348340,698988,24301051,9884992
1000000,348082,697724,24255424,9884992
1000000,339465,684119,23529531,9884992
1000000,348380,701118,24116878,9884992
1000000,343858,693895,23702342,9884992
1000000,364524,706740,25093519,9884992
1000000,360035,698062,25577738,9884992
1000000,353542,699184,25863272,9884992
1000000,354024,690039,25228504,9884992
1000000,345531,703242,24876151,9884992
1000000,334548,695715,23861944,9884992
1000000,355758,704827,24871329,9884992
1000000,366258,697097,24941939,9884992
1000000,351112,700784,24458613,9884992
1000000,368393,703638,24999207,9884992
1000000,362175,698864,25755553,9884992
1000000,365601,698566,24910441,9884992
1000000,355892,708145,24851859,9884992
1000000,373820,708966,24325993,9884992
1000000,352936,701873,25464444,9884992
1000000,341995,703214,23765228,9884992
1000000,340014,702886,23763865,9884992
1000000,360555,696825,25274169,9884992
1000000,361670,700648,24899018,9884992
1000000,355278,702743,26609201,9884992
1000000,351283,693512,25063471,9884992
1000000,357222,703257,25162224,9884992
1000000,350053,700198,23895018,9884992
1000000,360069,700227,24215219,9884992
1000000,346130,687290,23894383,9884992
1000000,361398,721223,24521551,9884992
1000000,349412,704143,24325080,9884992
1000000,355261,700964,23852245,9884992
1000000,352921,699610,25347105,9884992
1000000,352924,694351,24524590,9884992
1000000,352565,697725,24078539,9884992
1000000,357059,707892,25492003,9884992
1000000,357862,699883,24988009,9884992
1000000,349369,700038,24889424,9884992
1000000,340249,703190,23958726,9884992
1000000,342672,696452,24286239,9884992
1000000,350238,696460,24387392,9884992
1000000,358004,697760,25463641,9884992
1000000,353381,696811,24483985,9884992
1000000,346567,697217,24472584,9884992
1000000,343362,694624,24872841,9884992
1000000,362524,695670,25332208,9884992
1000000,345356,702904,24055552,9884992
1000000,348387,695025,24743111,9884992
1000000,358379,699868,25610540,9884992
1000000,349840,693786,24974639,9884992
1000000,359962,699291,25400730,9884992
1000000,345566,697189,25150469,9884992
1000000,358346,702590,24552122,9884992
1000000,363156,700056,25272326,9884992
1000000,359617,700223,24722046,9884992
1000000,356268,694379,24462264,9884992
1000000,346013,697819,23924953,9884992
1000000,365874,702390,25470305,9884992
1000000,371380,688730,26321209,9884992
1000000,350533,703818,25168211,9884992
1000000,359025,698683,24767185,9884992
1000000,353992,696460,25307168,9884992
1000000,349176,701788,23908058,9884992
1000000,347920,701015,24141871,9884992
1000000,358607,705561,24637914,9884992
1000000,339758,699265,24291264,9884992
1000000,342434,697489,24183675,9884992
1000000,343915,701352,24249551,9884992
1000000,357952,697053,25161094,9884992
1000000,355018,695718,24394629,9884992
1000000,351300,701472,24600253,9884992
1000000,362422,697785,24725451,9884992
1000000,340778,696301,24530852,9884992
1000000,349868,704759,24407494,9884992
1000000,365101,692461,24685410,9884992
1000000,357457,707149,24959662,9884992
1000000,348107,697745,25010063,9884992
1000000,352749,702076,24300948,9884992
1000000,354649,698830,24095486,9884992
1000000,354984,698379,24938687,9884992
1000000,360254,698148,24328927,9884992
1000000,352710,704234,24046692,9884992
1000000,351670,709175,24446739,9884992
1000000,366224,699696,24558300,9884992
1000000,351818,698568,24872763,9884992
1000000,343310,701839,24318122,9884992
1000000,362162,700268,25445141,9884992
1000000,365878,701895,25673740,9884992
1000000,357143,693215,24955376,9884992
1000000,354365,698918,24487299,9884992
1000000,355059,696984,24761135,9884992
1000000,340317,697549,24171395,9884992
1000000,347785,704354,24492354,9884992
1000000,355039,700887,25131137,9884992
1000000,346283,699189,23844684,9884992
1000000,360973,695440,24611555,9884992
1000000,348691,704036,24817471,9884992
1000000,361972,699323,24779048,9884992
1000000,343160,696156,24896457,9884992
1000000,352590,698768,24529391,9884992
1000000,348413,699985,24469340,9884992
1000000,354977,705420,24428949,9884992
1000000,347583,700025,25178881,9884992
1000000,350203,703362,25320899,9884992
1000000,340664,705352,24004165,9884992
1000000,351056,697348,24699695,9884992
1000000,341953,702090,24307756,9884992
1000000,352591,701773,24351062,9884992
1000000,349794,704561,25463622,9884992
1000000,352211,695105,24551121,9884992
1000000,353268,705030,24567654,9884992
1000000,359930,696757,24528293,9884992
1000000,352412,702823,24685464,9884992
1000000,348798,702973,24916520,9884992
1000000,363240,697843,25386374,9884992
1000000,357181,703803,24676268,9884992
1000000,354858,697902,25809352,9884992
1000000,380892,703632,25239728,9884992
1000000,360306,696086,25572663,9884992
1000000,352505,698066,24150562,9884992
1000000,346641,702702,25413857,9884992
1000000,345396,703438,24363315,9884992
1000000,352079,693068,24352080,9884992
1000000,352532,703779,24550509,9884992
1000000,356281,700220,24820919,9884992
1000000,352623,697803,25143107,9884992
1000000,351048,703404,24912521,9884992
1000000,346470,699102,24145343,9884992
1000000,370856,689727,25280561,9884992
1000000,353694,696263,25256195,9884992
1000000,350220,737576,24283984,9884992
1000000,376703,717369,24387875,9884992
1000000,390472,732862,24071052,9884992
1000000,366063,708888,24696672,9884992
1000000,352969,739526,24700018,9884992
1000000,366024,738449,25927218,9884992
1000000,391585,720974,25113327,9884992
1000000,351223,702496,24237336,9884992
1000000,352321,699805,25424468,9884992
1000000,359109,698382,24995432,9884992
1000000,350732,694164,25293481,9884992
1000000,360112,690939,24767079,9884992
1000000,368062,711764,25224998,9884992
1000000,336268,703961,24457869,9884992
1000000,350330,697854,24441122,9884992
1000000,350485,712284,24070695,9884992
1000000,347316,696286,24971756,9884992
1000000,346313,704156,24085657,9884992
1000000,351834,696577,24677016,9884992
1000000,359150,690959,26181121,9884992
1000000,352055,707075,24557532,9884992
1000000,348429,698926,24832612,9884992
1000000,361414,710697,26450687,9884992
1000000,355283,698867,26389655,9884992
1000000,358007,703928,25584251,9884992
1000000,356880,698201,24450367,9884992
1000000,357441,697225,24970967,9884992
1000000,359997,748981,27193432,9884992
1000000,349984,706804,24214699,9884992
1000000,350787,698085,24386500,9884992
1000000,348302,695529,24165046,9884992
1000000,346277,689166,24578976,9884992
1000000,352041,694263,24382653,9884992
1000000,350908,701365,24204165,9884992
1000000,352500,690851,25911612,9884992
1000000,351988,697806,25135079,9884992
1000000,350337,708742,24603364,9884992
1000000,347142,698139,25087156,9884992
1000000,360831,699196,24637549,9884992
1000000,375718,697185,24840426,9884992
1000000,354625,705556,23801460,9884992
1000000,350920,693693,24216762,9884992
1000000,370995,709833,25726755,9884992
1000000,342340,703587,24018692,9884992
1000000,347085,692480,24500358,9884992
1000000,343800,697652,24055116,9884992
1000000,350270,702278,24354187,9884992
1000000,356921,687030,24675180,9884992
1000000,351305,693913,24352603,9884992
1000000,354012,696755,24272917,9884992
1000000,349041,697121,25041290,9884992
1000000,357305,704521,25917048,9884992
1000000,341052,688498,24296653,9884992
1000000,343645,698657,24791896,9884992
1000000,344982,695147,24638355,9884992
1000000,347844,696292,24287377,9884992
1000000,351459,702179,24858658,9884992
1000000,351177,697467,25940134,9884992
1000000,356958,703990,25435057,9884992
1000000,366787,702956,25912530,9884992
1000000,350778,699538,24511108,9884992
1000000,377198,701864,25651993,9884992
1000000,359647,696330,25152306,9884992
1000000,378855,704821,25141477,9884992
1000000,363429,697857,25922160,9884992
1000000,352511,706379,24867383,9884992
1000000,338919,698481,23665517,9884992
1000000,350768,695494,24978862,9884992
1000000,347495,708655,25545748,9884992
1000000,353314,699766,24421528,9884992
1000000,362854,703741,25437600,9884992
1000000,359983,694047,25392143,9884992
1000000,355757,694964,24477706,9884992
1000000,349645,698976,24335603,9884992
1000000,339372,701800,23722482,9884992
1000000,340367,699259,24560166,9884992
1000000,352598,695696,23884648,9884992
1000000,366754,702019,24561616,9884992
1000000,350097,703100,24376612,9884992
1000000,339580,697442,24533301,9884992
1000000,366455,707253,25747856,9884992
1000000,347175,697518,25172068,9884992
1000000,354320,700712,25614210,9884992
1000000,354833,704669,24893624,9884992
1000000,357794,696603,24738022,9884992
1000000,349944,700331,24204572,9884992
1000000,348664,698275,24930448,9884992
1000000,347713,696845,24084891,9884992
1000000,349199,722709,25260892,9884992
1000000,358245,706121,24999026,9884992
1000000,343349,701161,24174889,9884992
1000000,367106,700479,24660851,9884992
1000000,354004,702029,24371008,9884992
1000000,356957,694816,26140609,9884992
1000000,343496,709285,23904373,9884992
1000000,361471,697800,25706634,9884992
1000000,343445,683805,24225805,9884992
1000000,354251,701202,25427178,9884992
1000000,355894,695937,24936792,9884992
1000000,355612,698756,24987698,9884992
1000000,364024,700119,24990835,9884992
1000000,358656,699846,25317387,9884992
1000000,354521,701490,24946475,9884992
1000000,355249,700685,24488434,9884992
1000000,353069,696095,24495163,9884992
1000000,370474,704063,25485946,9884992
1000000,354663,705501,25894078,9884992
1000000,365663,698681,25693033,9884992
1000000,354740,692459,24087764,9884992
1000000,357552,697627,25057525,9884992
1000000,355162,700144,24749323,9884992
1000000,353300,692590,24018016,9884992
1000000,358793,700537,25937782,9884992
1000000,351805,702006,24396274,9884992
1000000,347646,700817,23775654,9884992
1000000,340950,697440,24770131,9884992
1000000,354656,696830,25638792,9884992
1000000,352364,699416,24843218,9884992
1000000,357314,698180,24538588,9884992
1000000,347247,705309,24975628,9884992
1000000,344078,694254,24573022,9884992
1000000,351207,706730,24436665,9884992
1000000,346649,692654,24717577,9884992
1000000,342419,699588,24633908,9884992
1000000,345172,704386,23928298,9884992
1000000,344978,701017,24662238,9884992
1000000,355029,690251,24409325,9884992
1000000,342909,700703,24158091,9884992
1000000,348582,706748,25406267,9884992
1000000,349112,694488,24844904,9884992
1000000,358871,697701,24271836,9884992
1000000,349092,700941,24116667,9884992
1000000,360023,692591,24975691,9884992
1000000,354579,700468,24908779,9884992
1000000,344052,695051,24714929,9884992
1000000,361395,704095,25255913,9884992
1000000,342202,703187,24711609,9884992
1000000,357672,701542,24886078,9884992
1000000,354995,694272,24406267,9884992
1000000,352223,702588,25085281,9884992
1000000,347868,688881,24409272,9884992
1000000,353094,697470,25858602,9884992
1000000,359271,698138,24136866,9884992
1000000,363883,697902,25225739,9884992
1000000,347250,696871,24336306,9884992
1000000,357034,693328,26144621,9884992
1000000,371233,695365,25942680,9884992
1000000,345038,704435,24284058,9884992
1000000,348379,691047,24499388,9884992
1000000,350904,693186,24082676,9884992
1000000,358931,697160,26210242,9884992
1000000,340513,702332,23993065,9884992
1000000,345758,697180,24800639,9884992
1000000,365544,691938,25105779,9884992
1000000,347061,696177,23942377,9884992
1000000,360445,693155,26229765,9884992
1000000,357196,697651,24902633,9884992
1000000,354101,697883,25094438,9884992
1000000,347477,696638,25440811,9884992
1000000,365896,699116,25210227,9884992
1000000,371649,729884,26061446,9884992
1000000,366790,706477,25292485,9884992
1000000,346599,699276,24497312,9884992
1000000,344162,700570,24160052,9884992
1000000,352265,691675,24672472,9884992
1000000,368679,697581,25540660,9884992
1000000,352354,696261,24209498,9884992
1000000,354641,699156,24634387,9884992
1000000,352283,694158,24400387,9884992
1000000,340388,683136,24387776,9884992
1000000,339096,696229,23783631,9884992
1000000,347328,694771,24927683,9884992
1000000,354057,694193,24438731,9884992
1000000,339328,699194,25336502,9884992
1000000,352133,702428,24707372,9884992
1000000,342813,696431,24506840,9884992
1000000,352744,695934,24866876,9884992
1000000,349640,696532,24341866,9884992
1000000,338925,699000,23804073,9884992
1000000,355919,697221,25320422,9884992
1000000,356744,694987,24647864,9884992
1000000,360822,700383,25368285,9884992
1000000,343595,696451,24255668,9884992
1000000,368387,699944,25529651,9884992
1000000,349362,709444,24732494,9884992
1000000,368121,699305,25198570,9884992
1000000,358892,696325,25275197,9884992
1000000,346521,692067,23846912,9884992
1000000,355795,714662,24980142,9884992
1000000,409995,750615,26669206,9884992
1000000,411324,731135,25644997,9884992
1000000,370588,697591,24388351,9884992
1000000,353709,687188,25981100,9884992
1000000,335066,702951,24146349,9884992
1000000,346904,697301,24796251,9884992
1000000,357820,695719,25413346,9884992
1000000,358738,699038,25038977,9884992
1000000,350266,697398,24273621,9884992
1000000,360504,705947,25066588,9884992
1000000,341063,693493,24621558,9884992
1000000,349591,706488,25995353,9884992
1000000,362106,704121,24778630,9884992
1000000,364662,694023,26372868,9884992
1000000,348780,702459,23976825,9884992
1000000,349463,702990,24352952,9884992
1000000,359611,697929,24473198,9884992
1000000,352775,695647,25585064,9884992
1000000,363129,701014,25052256,9884992
1000000,344547,704015,24229130,9884992
1000000,353140,704514,24972475,9884992
1000000,361437,696383,24772576,9884992
1000000,352639,691040,23952179,9884992
1000000,349611,702398,24852408,9884992
1000000,364667,705006,26528077,9884992
1000000,351167,702337,25027832,9884992
1000000,366678,697947,25086002,9884992
1000000,356515,698984,24126477,9884992
1000000,357621,699984,25951958,9884992
1000000,348605,698564,24687367,9884992
1000000,340617,699983,24351507,9884992
1000000,361676,698850,25112144,9884992
1000000,358504,696493,24493938,9884992
1000000,342118,704974,24211736,9884992
1000000,361106,703377,25471953,9884992
1000000,351216,693932,24853223,9884992
1000000,359502,694976,24568896,9884992
1000000,362541,695161,26288719,9884992
1000000,349501,694840,24089950,9884992
1000000,336260,699352,24883123,9884992
1000000,350927,737110,24561451,9884992
1000000,349388,706703,24621031,9884992
1000000,348905,696627,24980964,9884992
1000000,366402,706680,25806372,9884992
1000000,337817,700527,24471915,9884992
1000000,345996,702126,24051047,9884992
1000000,336076,702023,24250887,9884992
1000000,356113,695571,24655073,9884992
1000000,373315,701036,26704192,9884992
1000000,348077,699420,24886043,9884992
1000000,352803,705085,24754870,9884992
1000000,373522,697831,25676868,9884992
1000000,344656,699959,24179989,9884992
1000000,355836,700948,25750978,9884992
1000000,363650,695407,26008416,9884992
1000000,365554,700305,26101384,9884992
1000000,349915,698224,24355982,9884992
1000000,354441,698427,24122091,9884992
1000000,346814,697657,25071575,9884992
1000000,358859,700415,24674826,9884992
1000000,349549,695997,25992636,9884992
1000000,350059,707290,24776086,9884992
1000000,343931,691638,24624609,9884992
1000000,358098,698362,25680156,9884992
1000000,361058,699635,24805307,9884992
1000000,346342,693578,24492306,9884992
1000000,353664,699237,24842702,9884992
1000000,354224,698433,24819272,9884992
1000000,355809,706030,25297337,9884992
1000000,352806,702476,24525504,9884992
1000000,356446,695442,25668216,9884992
1000000,365335,693668,25215873,9884992
1000000,351627,700430,24863537,9884992
1000000,358906,703666,25665464,9884992
1000000,356735,702362,25049896,9884992
1000000,346960,701361,25101440,9884992
1000000,345639,721278,25187907,9884992
1000000,364827,702514,24880292,9884992
1000000,368173,699754,25314980,9884992
1000000,369677,691918,25509462,9884992
1000000,346993,691643,23903316,9884992
1000000,343876,700859,24290314,9884992
1000000,369687,700666,24904253,9884992
1000000,367865,696961,24880457,9884992
1000000,343818,697078,25101198,9884992
1000000,357972,695621,25489572,9884992
1000000,360603,719952,24760606,9884992
1000000,369860,705688,25158077,9884992
1000000,353142,702697,25336859,9884992
1000000,339691,698588,24630996,9884992
1000000,353971,708469,23911581,9884992
1000000,345571,705868,24883733,9884992
1000000,356719,694093,24628591,9884992
1000000,349764,697032,24331226,9884992
1000000,346060,697021,24625414,9884992
1000000,346425,698455,24353946,9884992
1000000,346043,701201,24448505,9884992
1000000,345335,712147,24663104,9884992
1000000,365003,700487,25484304,9884992
1000000,358607,705089,25239829,9884992
1000000,347101,697940,24484589,9884992
1000000,354842,700257,24400069,9884992
1000000,378247,699778,26013811,9884992
1000000,356466,701025,24373232,9884992
1000000,340753,703057,24112338,9884992
1000000,362583,700693,25259498,9884992
1000000,346631,695676,23640173,9884992
1000000,358502,693597,25323699,9884992
1000000,349898,701839,25475701,9884992
1000000,354019,692789,25475395,9884992
1000000,366754,696808,26398221,9884992
1000000,345189,695621,24717291,9884992
1000000,352975,701428,24187059,9884992
1000000,347066,692591,24491823,9884992
1000000,367986,695472,25265090,9884992
1000000,343499,692609,24164112,9884992
1000000,347195,697871,24167508,9884992
1000000,354085,693655,24751897,9884992
1000000,358578,692303,24412644,9884992
1000000,348931,696619,25128260,9884992
1000000,353063,700340,25615685,9884992
1000000,358493,696210,24948291,9884992
1000000,352262,698633,25115223,9884992
1000000,357290,696037,25398546,9884992
1000000,343801,699006,24541400,9884992
1000000,363901,705454,25400974,9884992
1000000,361302,699210,24433911,9884992
1000000,359416,696120,25117257,9884992
1000000,340491,692299,24551543,9884992
1000000,350403,733341,24655642,9884992
1000000,360113,719655,23877872,9884992
1000000,367583,717886,26419569,9884992
1000000,348527,737261,25072812,9884992
1000000,370907,715030,24596057,9884992
1000000,393473,716415,24801409,9884992
1000000,363937,727109,24349436,9884992
1000000,357335,725211,24496012,9884992
1000000,349058,711792,24493612,9884992
1000000,359489,722358,25150992,9884992
1000000,374383,746088,24841775,9884992
1000000,361621,712432,24866505,9884992
1000000,352052,697176,25486335,9884992
1000000,353906,688812,25113926,9884992
1000000,366587,701108,25098985,9884992
1000000,356385,688386,24873886,9884992
1000000,351066,697073,25083885,9884992
1000000,345435,693666,24694805,9884992
1000000,361196,694124,25409757,9884992
1000000,342715,696595,24712633,9884992
1000000,354248,699544,24051582,9884992
1000000,357444,696488,25465959,9884992
1000000,356957,702366,25175258,9884992
1000000,344252,696994,24273412,9884992
1000000,368931,696925,25586604,9884992
1000000,355393,703683,26726893,9884992
1000000,348275,704814,24170115,9884992
1000000,350777,698307,25420509,9884992
1000000,357589,691733,26068248,9884992
1000000,345113,688014,24542017,9884992
1000000,357198,696493,25087568,9884992
1000000,358772,700040,24862075,9884992
1000000,365840,703583,25142153,9884992
1000000,353316,698378,24303987,9884992
1000000,339638,698644,24380823,9884992
1000000,372871,702275,25432232,9884992
1000000,352695,694262,25483010,9884992
1000000,358517,695731,24897828,9884992
1000000,351313,700561,23651369,9884992
1000000,363658,701169,25715698,9884992
1000000,351818,703938,24197068,9884992
1000000,355889,699900,24843485,9884992
1000000,370370,697918,25684686,9884992
1000000,346558,696234,24368912,9884992
1000000,339464,704008,24567632,9884992
1000000,350501,693352,24086511,9884992
1000000,353521,698730,24334539,9884992
1000000,359547,696155,24247974,9884992
1000000,357162,702125,24414968,9884992
1000000,362068,707428,24871801,9884992
1000000,352380,692645,23968030,9884992
1000000,350808,705449,25857186,9884992
1000000,350544,699280,24232436,9884992
1000000,355145,704859,24147844,9884992
1000000,364132,706139,25552639,9884992
1000000,350099,695791,24751354,9884992
1000000,363302,700902,25725814,9884992
1000000,347123,705817,24452371,9884992
1000000,360768,702707,24594655,9884992
1000000,341594,701392,25173778,9884992
1000000,352066,705271,24479713,9884992
1000000,352109,701477,26937062,9884992
1000000,359757,703662,24893290,9884992
1000000,359340,704803,25448125,9884992
1000000,336056,704734,24268002,9884992
1000000,357834,693978,24626599,9884992
1000000,352276,706402,24195450,9884992
1000000,352642,699568,25103688,9884992
1000000,343216,699829,24367800,9884992
1000000,370936,698678,25845783,9884992
1000000,355074,695248,23773387,9884992
1000000,348368,698534,25256357,9884992
1000000,364667,702753,25830863,9884992
1000000,358018,695706,24635497,9884992
1000000,342860,701567,25316261,9884992
1000000,345398,711621,24065023,9884992
1000000,352628,701195,25398387,9884992
1000000,346700,691771,25186774,9884992
1000000,366695,692562,25715622,9884992
1000000,347870,697563,23428568,9884992
1000000,343918,696391,24642743,9884992
1000000,343155,693404,24533723,9884992
1000000,349334,695463,23943305,9884992
1000000,365794,695318,24866441,9884992
1000000,345173,694662,24307312,9884992
1000000,350846,694981,24348477,9884992
1000000,351300,696340,24951863,9884992
1000000,359437,691832,24512728,9884992
1000000,351530,694536,24991753,9884992
1000000,343395,694048,24917626,9884992
1000000,355934,697500,25921715,9884992
1000000,342081,696584,24419898,9884992
1000000,341699,698338,25163636,9884992
1000000,351353,701384,24800468,9884992
1000000,352973,695590,25027595,9884992
1000000,345579,698917,24197160,9884992
1000000,340080,695698,24750293,9884992
1000000,356269,693977,24248859,9884992
1000000,369176,704324,25544076,9884992
1000000,348467,699254,26092998,9884992
1000000,352613,698578,25150161,9884992
1000000,355397,700213,25776444,9884992
1000000,342473,698040,24139928,9884992
1000000,364518,695660,25285808,9884992
1000000,345952,697889,23458899,9884992
1000000,346312,699107,24125268,9884992
1000000,346956,696949,24487924,9884992
1000000,352141,697058,24822670,9884992
1000000,347526,700982,24732478,9884992
1000000,364551,693474,25136310,9884992
1000000,348084,692713,24492532,9884992
1000000,351583,688887,24278117,9884992
1000000,339294,698546,23690620,9884992
1000000,351124,692607,24216600,9884992
1000000,365389,701552,25990026,9884992
1000000,352420,699653,24780667,9884992
1000000,348787,692285,25723244,9884992
