n, maximum load, rounds
1000, 3, 4, 376, 65, 2, 0
1000, 3, 4, 342, 48, 2, 0
1000, 3, 4, 353, 65, 1, 0
1000, 3, 4, 369, 63, 3, 0
1000, 3, 4, 356, 60, 1, 0
1000, 3, 3, 350, 52, 0
1000, 3, 4, 356, 62, 2, 0
1000, 3, 3, 362, 58, 0
1000, 3, 4, 368, 77, 5, 0
1000, 3, 3, 357, 56, 0
1000, 3, 4, 380, 61, 2, 0
1000, 3, 4, 363, 55, 1, 0
1000, 3, 4, 336, 55, 4, 0
1000, 3, 4, 361, 59, 2, 0
1000, 3, 4, 352, 58, 3, 0
1000, 3, 3, 356, 53, 0
1000, 3, 4, 383, 63, 3, 0
1000, 3, 3, 365, 54, 0
1000, 3, 4, 350, 50, 2, 0
1000, 3, 4, 373, 52, 2, 0
1000, 3, 4, 365, 60, 3, 0
1000, 3, 3, 366, 53, 0
1000, 3, 4, 373, 59, 1, 0
1000, 3, 4, 369, 53, 1, 0
1000, 3, 3, 372, 61, 0
1000, 3, 4, 360, 56, 1, 0
1000, 4, 4, 367, 52, 5, 0
1000, 3, 4, 381, 50, 1, 0
1000, 3, 4, 374, 55, 1, 0
1000, 3, 4, 373, 60, 3, 0
1000, 3, 4, 361, 61, 3, 0
1000, 3, 3, 367, 64, 0
1000, 3, 4, 377, 67, 2, 0
1000, 3, 4, 363, 48, 1, 0
1000, 3, 4, 353, 55, 2, 0
1000, 4, 4, 361, 64, 3, 0
1000, 3, 4, 368, 56, 1, 0
1000, 3, 4, 385, 60, 3, 0
1000, 3, 4, 370, 58, 2, 0
1000, 3, 4, 361, 53, 4, 0
1000, 3, 4, 371, 59, 3, 0
1000, 3, 4, 366, 62, 2, 0
1000, 3, 4, 376, 66, 4, 0
1000, 3, 4, 376, 66, 4, 0
1000, 3, 3, 367, 57, 0
1000, 3, 3, 365, 55, 0
1000, 3, 4, 376, 61, 1, 0
1000, 3, 4, 361, 65, 5, 0
1000, 3, 4, 363, 55, 2, 0
1000, 3, 4, 375, 63, 3, 0
1000, 3, 4, 366, 64, 3, 0
1000, 3, 4, 367, 57, 3, 0
1000, 3, 4, 359, 53, 1, 0
1000, 3, 4, 358, 51, 1, 0
1000, 3, 3, 364, 52, 0
1000, 3, 4, 372, 61, 2, 0
1000, 3, 4, 373, 69, 1, 0
1000, 3, 4, 392, 73, 1, 0
1000, 3, 4, 365, 58, 1, 0
1000, 3, 4, 378, 62, 3, 0
1000, 3, 4, 382, 61, 1, 0
1000, 3, 4, 381, 66, 2, 0
1000, 3, 4, 358, 52, 2, 0
1000, 3, 4, 388, 59, 2, 0
1000, 3, 4, 361, 64, 3, 0
1000, 3, 4, 372, 63, 1, 0
1000, 3, 3, 361, 60, 0
1000, 3, 4, 356, 62, 3, 0
1000, 3, 4, 355, 57, 2, 0
1000, 3, 4, 372, 59, 1, 0
1000, 3, 4, 363, 64, 4, 0
1000, 3, 4, 372, 55, 2, 0
1000, 3, 4, 374, 63, 1, 0
1000, 3, 4, 351, 58, 2, 0
1000, 3, 4, 362, 56, 2, 0
1000, 3, 4, 375, 68, 1, 0
1000, 3, 4, 358, 59, 1, 0
1000, 3, 4, 378, 59, 3, 0
1000, 3, 4, 369, 60, 1, 0
1000, 3, 4, 377, 66, 4, 0
1000, 3, 4, 363, 63, 3, 0
1000, 3, 3, 369, 54, 0
1000, 3, 4, 347, 57, 1, 0
1000, 3, 4, 367, 72, 2, 0
1000, 3, 4, 367, 63, 2, 0
1000, 3, 3, 379, 57, 0
1000, 3, 4, 376, 60, 1, 0
1000, 3, 4, 384, 68, 1, 0
1000, 3, 4, 368, 45, 1, 0
1000, 3, 3, 362, 52, 0
1000, 3, 4, 380, 65, 4, 0
1000, 3, 3, 348, 58, 0
