n,rt_qs,c_qs
1000,125,10323
1000,124,10608
1000,130,10779
1000,190,11299
1000,145,12251
1000,123,11701
1000,122,10114
1000,126,10487
1000,131,11292
1000,119,9975
1000,132,11323
1000,199,11557
1000,131,11313
1000,172,10387
1000,125,10499
1000,122,11046
1000,163,10695
1000,124,10676
1000,125,10706
1000,127,10174
1000,160,11700
1000,170,11882
1000,172,10137
1000,157,11145
1000,125,10224
1000,143,10500
1000,138,10657
1000,150,11129
1000,133,11149
1000,130,10276
1000,176,11787
1000,182,11647
1000,163,10898
1000,196,11039
1000,138,10159
1000,124,10160
1000,129,10718
1000,157,11869
1000,256,10148
1000,170,12544
1000,133,10367
1000,130,10543
1000,133,10381
1000,159,10332
1000,125,10466
1000,137,11358
1000,127,11110
1000,130,10504
1000,132,11215
1000,128,10803
1000,131,11102
1000,126,10432
1000,142,11779
1000,139,11734
1000,148,12725
1000,135,10806
1000,128,10102
1000,128,11385
1000,125,10586
1000,130,10570
1000,209,12758
1000,239,10873
1000,152,10573
1000,149,10534
1000,153,11130
1000,156,10459
1000,153,10020
1000,210,12225
1000,136,11494
1000,117,10339
1000,130,10972
1000,164,11572
1000,126,10584
1000,122,10529
1000,131,10453
1000,176,11616
1000,166,10486
1000,132,10633
1000,125,11663
1000,125,10806
1000,133,11358
1000,159,10037
1000,161,11167
1000,153,10404
1000,133,10834
1000,168,11028
1000,124,11271
1000,123,10438
1000,247,11476
1000,287,11342
1000,171,11115
1000,157,10082
1000,159,10962
1000,134,11065
1000,127,10105
1000,121,10293
1000,143,11030
1000,132,11660
1000,141,12579
1000,135,11394
1000,164,10087
1000,151,9905
1000,331,11279
1000,170,12084
1000,146,10151
1000,127,10582
1000,130,10704
1000,133,11298
1000,129,10123
1000,142,10774
1000,137,10003
1000,147,11528
1000,153,11227
1000,131,10811
1000,128,10910
1000,121,10828
1000,151,10769
1000,123,10134
1000,179,11481
1000,205,10782
1000,126,10214
1000,128,10373
1000,153,12184
1000,138,11122
1000,127,11164
1000,138,12986
1000,126,11224
1000,122,10788
1000,178,10130
1000,161,11154
1000,133,12348
1000,152,9937
1000,133,11122
1000,122,10621
1000,121,10561
1000,123,11159
1000,156,10959
1000,177,10274
1000,183,11075
1000,155,12540
1000,183,11054
1000,118,10603
1000,123,10980
1000,120,10028
1000,126,11422
1000,124,10454
1000,139,11854
1000,155,10834
1000,151,10088
1000,155,11248
1000,136,10656
1000,130,10217
1000,126,10131
1000,123,10973
1000,175,11622
1000,121,10950
1000,128,11148
1000,297,12098
1000,197,9710
1000,198,10835
1000,159,9829
1000,124,10715
1000,120,10783
1000,122,10951
1000,128,11333
1000,144,10667
1000,122,11062
1000,150,12189
1000,128,10977
1000,127,10442
1000,154,10206
1000,160,11090
1000,163,11373
1000,153,11273
1000,171,12488
1000,157,10620
1000,128,10896
1000,156,11330
1000,181,10548
1000,184,11528
1000,348,10419
1000,119,10059
1000,180,10603
1000,129,11266
1000,130,11304
1000,124,10914
1000,127,10935
1000,170,10314
1000,170,10635
1000,158,11054
1000,182,12529
1000,174,10522
1000,176,10366
1000,128,10295
1000,133,9939
1000,166,10506
1000,168,10722
1000,151,10754
1000,156,11501
1000,158,10331
1000,129,11016
1000,151,10668
1000,149,10007
1000,223,10571
1000,187,11930
1000,180,11241
1000,132,10663
1000,134,11179
1000,132,10811
1000,128,10977
1000,137,10944
1000,186,12506
1000,121,10923
1000,155,9704
1000,152,10890
1000,159,10988
1000,131,10175
1000,135,10988
1000,135,10932
1000,177,11152
1000,123,11667
1000,123,10331
1000,161,10725
1000,176,10055
1000,139,10961
1000,196,10502
1000,143,10030
1000,138,10666
1000,239,12804
1000,131,10669
1000,169,11965
1000,168,11325
1000,166,11437
1000,167,10762
1000,163,10872
1000,170,10147
1000,134,11405
1000,126,11521
1000,180,11296
1000,193,12374
1000,178,10751
1000,167,10994
1000,156,10899
1000,123,10604
1000,120,10638
1000,132,11450
1000,133,10871
1000,124,10743
1000,166,10617
1000,130,10929
1000,304,11935
1000,129,11480
1000,127,10319
1000,189,11325
1000,128,11205
1000,121,9807
1000,119,11593
1000,233,10554
1000,255,10456
1000,344,11334
1000,262,11308
1000,181,12338
1000,170,10912
1000,175,10821
1000,170,11679
1000,191,10521
1000,186,12528
1000,168,11484
1000,192,10382
1000,176,11167
1000,167,11473
1000,191,10625
1000,194,11732
1000,188,10240
1000,170,10625
1000,166,10788
1000,168,10336
1000,186,11014
1000,205,11560
1000,143,11351
1000,180,11078
1000,161,9796
1000,160,10377
1000,240,11064
1000,232,11257
1000,172,10209
1000,159,10719
1000,162,10657
1000,170,10042
1000,184,10698
1000,174,10607
1000,157,10557
1000,202,11532
1000,166,11782
1000,154,10477
1000,191,10824
1000,189,11731
1000,230,10135
1000,177,10953
1000,167,11121
1000,193,10836
1000,184,11416
1000,178,11031
1000,200,11106
1000,142,11763
1000,125,10829
1000,135,10324
1000,139,10843
1000,139,11349
1000,129,11236
1000,129,11154
1000,126,10250
1000,121,10294
1000,130,11497
1000,127,11530
1000,126,11147
1000,120,10427
1000,179,10708
1000,186,12671
1000,132,10398
1000,134,11614
1000,127,10215
1000,123,10945
1000,161,11277
1000,122,10446
1000,133,11913
1000,155,12516
1000,183,11017
1000,160,11194
1000,152,10764
1000,204,11471
1000,182,10647
1000,152,10928
1000,124,10455
1000,127,10907
1000,214,9699
1000,153,13107
1000,171,12158
1000,156,10690
1000,208,12429
1000,172,10167
1000,162,10736
1000,170,10145
1000,123,10066
1000,138,10412
1000,306,9976
1000,209,10511
1000,155,10706
1000,129,10686
1000,125,11343
1000,122,10813
1000,133,10613
1000,137,10670
1000,137,12133
1000,186,10880
1000,193,11961
1000,195,11811
1000,130,11668
1000,130,11208
1000,134,10933
1000,130,11669
1000,127,11006
1000,129,11235
1000,136,10633
1000,127,10474
1000,246,10812
1000,180,12221
1000,128,10300
1000,123,12135
1000,156,11585
1000,158,10893
1000,153,10588
1000,151,10599
1000,160,10669
1000,122,10674
1000,121,10801
1000,152,10795
1000,141,9923
1000,120,10885
1000,174,12340
1000,156,11038
1000,197,10513
1000,210,10693
1000,127,10522
1000,129,10866
1000,136,11818
1000,126,10182
1000,125,11175
1000,123,11412
1000,127,11145
1000,203,11600
1000,284,10549
1000,165,11697
1000,153,11004
1000,130,10689
1000,168,11378
1000,125,10750
1000,134,11880
1000,136,10727
1000,133,10940
1000,133,11272
1000,273,10619
1000,127,11031
1000,143,11528
1000,144,10423
1000,130,11182
1000,136,11225
1000,166,11488
1000,139,11580
1000,154,10458
1000,156,10990
1000,154,10145
1000,142,11641
1000,157,12084
1000,128,11050
1000,155,10457
1000,169,11476
1000,209,11157
1000,151,10115
1000,132,11573
1000,135,10358
1000,128,10023
1000,126,10260
1000,131,11154
1000,232,11870
1000,195,10452
1000,192,10569
1000,132,10698
1000,125,11088
1000,153,10474
1000,129,11167
1000,144,10969
1000,142,12457
1000,236,10764
1000,154,10152
1000,154,10858
1000,163,10273
1000,151,10603
1000,176,13494
1000,162,10502
1000,161,10999
1000,163,12087
1000,241,11443
1000,149,11041
1000,149,11215
1000,138,10274
1000,132,10712
1000,132,10941
1000,118,10987
1000,139,11099
1000,138,10650
1000,135,11012
1000,172,10296
1000,134,10484
1000,197,11709
1000,127,10300
1000,194,10860
1000,124,10986
1000,125,11973
1000,133,10950
1000,225,10688
1000,203,10304
1000,188,12085
1000,177,10557
1000,122,10101
1000,121,10923
1000,152,11095
1000,129,11600
1000,155,11627
1000,188,10520
1000,187,10270
1000,143,12585
1000,136,10341
1000,123,10840
1000,134,10940
1000,152,10889
1000,145,10792
1000,152,11534
1000,140,10765
1000,132,11334
1000,130,11382
1000,193,10308
1000,153,11055
1000,154,10690
1000,157,11949
1000,167,11655
1000,169,11666
1000,131,10722
1000,184,11678
1000,122,10519
1000,133,11352
1000,170,10929
1000,146,10110
1000,154,10723
1000,170,10566
1000,270,10421
1000,202,10850
1000,132,10655
1000,156,11045
1000,125,10424
1000,126,11382
1000,122,10718
1000,134,11173
1000,156,11334
1000,149,10480
1000,160,10356
1000,122,10231
1000,136,11736
1000,131,10697
1000,122,10480
1000,130,11023
1000,138,11149
1000,133,11251
1000,170,11430
1000,136,11442
1000,131,9838
1000,136,11777
1000,142,10665
1000,156,10972
1000,129,10481
1000,119,10177
1000,165,11333
1000,153,11059
1000,157,11656
1000,150,10543
1000,195,10552
1000,128,10691
1000,139,12531
1000,141,11475
1000,167,11603
1000,128,11258
1000,214,12972
1000,182,10891
1000,184,10933
1000,187,11663
1000,188,11797
1000,164,11352
1000,166,10524
1000,157,9963
1000,159,11554
1000,181,10443
1000,158,11044
1000,152,10875
1000,133,11838
1000,156,11399
1000,118,10094
1000,122,10812
1000,131,11820
1000,125,11153
1000,170,10557
1000,181,11630
1000,201,12874
1000,159,11126
1000,135,12473
1000,129,10290
1000,122,11228
1000,146,10452
1000,159,10747
1000,144,10631
1000,156,11925
1000,239,11385
1000,153,10882
1000,137,11851
1000,127,10313
1000,126,10362
1000,141,9980
1000,239,10852
1000,154,10214
1000,250,13080
1000,122,11251
1000,126,10836
1000,127,11365
1000,171,11604
1000,167,10906
1000,128,11115
1000,167,11441
1000,173,11012
1000,185,11653
1000,133,11586
1000,125,10909
1000,175,11239
1000,197,10683
1000,130,10009
1000,190,10542
1000,151,10296
1000,164,12077
1000,238,10431
1000,131,10891
1000,128,10508
1000,136,10556
1000,216,10916
1000,125,10315
1000,131,10634
1000,253,11237
1000,233,11127
1000,163,10290
1000,135,11684
1000,132,11836
1000,217,11207
1000,222,10340
1000,152,10288
1000,164,11141
1000,161,11535
1000,148,12125
1000,142,10971
1000,134,10783
1000,134,10424
1000,156,11171
1000,151,11064
1000,218,11290
1000,141,9808
1000,130,12070
1000,127,11080
1000,126,10971
1000,128,10834
1000,120,11021
1000,126,11252
1000,126,10979
1000,168,11385
1000,182,10282
1000,192,10810
1000,176,11345
1000,202,10539
1000,126,10036
1000,131,10737
1000,125,10882
1000,127,10670
1000,238,11027
1000,181,10539
1000,256,10429
1000,144,10165
1000,211,12460
1000,142,10423
1000,158,10828
1000,161,10777
1000,174,10576
1000,215,10999
1000,149,10437
1000,125,10101
1000,182,10451
1000,188,11407
1000,185,10988
1000,179,11408
1000,210,12409
1000,125,10683
1000,125,11067
1000,124,10339
1000,158,10554
1000,158,11080
1000,122,10930
1000,150,9993
1000,129,10447
1000,125,11288
1000,161,10472
1000,173,10326
1000,132,10419
1000,138,12531
1000,162,10565
1000,126,11837
1000,126,10326
1000,124,10968
1000,202,11337
1000,214,11189
1000,203,10206
1000,129,11353
1000,123,11038
1000,130,10694
1000,117,11109
1000,141,10675
1000,131,10762
1000,202,9925
1000,167,12244
1000,159,10731
1000,132,10860
1000,140,10699
1000,152,11222
1000,194,11542
1000,180,10173
1000,177,10511
1000,166,10082
1000,121,10270
1000,133,10639
1000,128,11703
1000,124,11252
1000,127,11434
1000,130,10541
1000,138,10549
1000,199,9921
1000,182,10328
1000,135,10915
1000,156,10489
1000,128,10817
1000,135,12540
1000,133,11510
1000,134,10283
1000,149,10956
1000,198,10510
1000,203,10059
1000,269,9684
1000,125,11418
1000,139,10245
1000,132,11390
1000,128,11480
1000,122,10653
1000,129,10994
1000,124,11237
1000,130,11602
1000,139,11728
1000,179,10301
1000,128,10650
1000,128,10874
1000,161,10755
1000,171,11019
1000,166,10265
1000,170,11756
1000,147,11860
1000,126,10941
1000,124,10370
1000,216,10702
1000,126,10676
1000,155,10457
1000,142,11324
1000,141,10610
1000,152,11080
1000,217,10929
1000,125,11264
1000,134,10693
1000,169,10833
1000,145,11591
1000,129,10513
1000,165,12071
1000,141,10918
1000,189,10891
1000,176,10615
1000,125,10218
1000,124,10199
1000,139,11743
1000,123,10648
1000,127,10853
1000,120,10237
1000,239,11113
1000,124,10751
1000,123,10795
1000,122,11684
1000,156,10853
1000,122,10647
1000,150,10548
1000,161,10697
1000,163,10537
1000,164,11757
1000,181,11503
1000,166,11272
1000,138,11554
1000,128,11787
1000,128,11030
1000,123,10651
1000,140,11303
1000,157,10695
1000,143,10862
1000,143,11425
1000,193,11251
1000,129,10758
1000,125,10443
1000,130,11312
1000,124,10935
1000,145,11881
1000,209,11046
1000,201,10901
1000,266,11778
1000,132,11019
1000,136,11777
1000,160,10120
1000,187,10491
1000,120,10246
1000,264,11596
1000,149,10611
1000,178,10720
1000,155,11598
1000,125,12734
1000,129,11436
1000,129,11144
1000,125,10119
1000,162,11740
1000,124,11373
1000,190,10695
1000,204,10944
1000,122,10417
1000,160,10154
1000,127,9922
1000,128,11067
1000,122,10251
1000,134,11546
1000,253,10458
1000,126,12020
1000,208,11306
1000,149,12179
1000,124,10824
1000,152,11617
1000,155,10833
1000,145,10091
1000,201,12010
1000,134,11914
1000,136,10962
1000,228,10704
1000,128,12278
1000,130,11512
1000,180,10813
1000,123,10386
1000,141,11882
1000,139,10969
1000,209,11553
1000,214,11090
1000,200,10413
1000,125,10974
1000,129,11283
1000,192,11599
1000,130,11015
1000,150,10366
1000,271,11484
1000,221,11150
1000,170,10410
1000,196,11457
1000,221,10817
1000,175,11308
1000,169,10147
1000,226,10574
1000,148,10490
1000,185,10539
1000,183,10287
1000,182,12323
1000,171,10639
1000,184,10628
1000,234,13208
1000,243,11132
1000,135,10629
1000,164,10949
1000,187,11073
1000,197,11425
1000,181,10844
1000,174,10846
1000,196,11963
1000,186,10976
1000,190,11757
1000,225,12397
1000,166,11924
1000,159,11207
1000,195,11181
1000,207,10527
1000,170,10623
1000,163,10403
1000,127,10745
1000,184,11431
1000,182,10812
1000,155,10806
1000,169,11120
1000,172,10533
1000,195,11534
1000,189,10439
1000,178,11037
1000,280,11964
1000,184,10046
1000,208,9993
1000,200,9885
1000,164,10855
1000,165,10356
1000,171,12155
1000,124,11627
1000,132,10538
1000,144,11455
1000,131,10897
1000,128,11642
1000,180,11317
1000,140,12106
1000,148,10993
1000,175,11426
1000,128,10970
1000,149,10468
1000,143,10507
1000,155,10562
1000,184,10922
1000,141,11981
1000,149,11081
1000,149,10235
1000,157,11213
1000,163,11629
1000,162,11395
1000,162,10716
1000,154,10819
1000,208,12241
1000,201,10933
1000,176,10471
1000,174,10111
1000,127,11848
1000,176,10527
1000,127,10959
1000,133,11137
1000,180,12121
1000,171,11402
1000,167,10620
1000,166,11534
1000,123,10577
1000,131,12400
1000,140,11045
1000,124,9969
1000,199,11241
1000,167,11434
1000,204,10945
1000,150,10210
1000,170,10886
1000,279,11027
1000,217,11166
1000,216,11708
1000,245,10342
1000,178,11174
1000,227,10201
1000,318,11288
1000,130,11087
1000,150,10569
1000,142,10863
1000,157,11756
1000,128,11624
1000,127,11308
1000,134,11593
1000,126,10845
1000,127,10151
1000,147,11292
1000,126,10065
1000,131,10899
1000,140,11234
1000,162,12459
1000,121,10321
1000,123,10379
1000,174,11302
1000,164,11949
1000,151,10683
1000,158,10974
1000,161,10891
1000,136,11681
1000,165,12080
1000,156,10659
1000,158,11061
1000,179,10996
1000,125,10485
1000,156,10563
1000,162,11820
1000,126,10609
1000,125,10816
1000,135,11546
1000,144,10568
1000,143,11411
1000,160,11657
1000,158,10709
1000,141,11399
1000,126,11175
1000,154,11509
1000,208,10932
1000,207,9855
1000,159,10598
1000,131,10780
1000,133,9797
1000,130,10801
1000,165,11629
1000,134,12808
1000,180,11128
1000,156,11766
1000,146,10668
1000,135,10382
1000,166,11107
1000,176,10142
1000,236,11022
1000,125,10673
1000,130,10428
1000,143,10787
1000,214,10911
1000,164,11754
1000,158,11072
1000,128,11043
1000,150,11491
1000,185,11630
1000,164,10614
1000,232,10675
1000,125,10729
1000,153,11247
1000,129,10729
1000,151,10503
1000,130,11692
1000,127,10542
1000,124,10553
1000,121,10148
1000,178,10356
1000,200,10264
1000,131,10320
1000,139,11695
1000,166,11535
1000,155,10857
1000,143,12431
1000,154,10993
1000,158,10686
1000,207,10642
1000,120,10963
1000,122,10195
1000,123,10685
1000,147,11676
1000,139,10922
1000,192,9774
1000,131,10397
1000,122,10402
1000,125,10771
1000,126,10925
1000,126,10424
1000,122,10567
1000,130,10005
1000,131,10730
1000,154,11306
1000,147,10264
1000,142,10427
1000,167,12455
1000,128,10872
1000,135,11045
1000,160,11522
1000,143,10263
1000,174,10393
1000,160,12433
1000,162,11229
1000,196,10327
1000,135,10841
1000,224,10327
1000,140,10718
1000,231,11919
1000,176,12691
1000,125,10509
1000,123,10218
1000,134,11193
1000,129,11208
1000,123,10164
1000,127,11062
1000,132,11725
1000,145,10840
1000,146,11026
1000,145,10808
1000,143,11331
1000,148,10449
1000,128,11191
1000,120,10349
1000,125,10931
1000,133,11505
1000,123,10346
1000,130,11575
1000,122,10836
1000,157,11057
1000,121,11074
1000,128,10692
1000,130,11925
1000,124,10958
1000,133,10998
1000,127,10454
1000,151,10341
1000,156,10685
1000,137,10824
1000,128,10883
1000,177,12614
1000,129,10489
1000,162,10761
1000,164,11359
1000,177,11312
1000,121,10834
1000,129,10605
1000,126,10753
1000,153,10155
1000,201,12546
1000,127,10727
1000,164,11198
1000,238,10721
1000,133,11704
1000,123,10535
1000,157,10967
1000,162,10633
1000,169,10523
1000,148,10584
1000,132,11454
1000,179,11876
1000,131,11461
1000,133,10484
1000,129,11281
1000,125,10255
1000,132,11964
1000,152,11276
1000,124,12288
1000,125,11054
1000,154,11237
1000,122,9814
1000,122,11422
1000,120,11669
1000,129,11246
1000,155,10560
1000,124,10733
1000,121,10166
1000,126,10410
1000,127,10739
1000,129,10220
1000,242,11443
1000,166,10705
1000,127,11242
1000,165,10454
1000,139,11237
1000,142,11579
1000,142,10301
1000,166,10708
1000,146,12483
1000,132,11560
1000,125,10647
1000,228,12028
1000,127,11264
1000,141,11469
1000,134,10721
1000,190,11207
1000,141,11323
1000,122,10579
1000,125,12157
1000,184,11597
1000,132,10970
1000,157,10973
1000,158,10156
1000,148,11179
1000,174,11277
1000,151,11087
1000,146,10632
1000,120,10469
1000,138,10412
1000,150,10910
1000,165,11416
1000,122,10920
1000,179,10508
1000,126,10442
1000,169,9943
1000,183,10686
1000,135,10283
1000,145,11578
1000,125,10926
1000,155,11551
1000,161,10767
1000,156,10978
1000,138,11372
1000,120,10018
1000,128,12893
1000,130,11022
1000,190,10850
1000,279,11378
1000,130,10938
1000,182,10560
1000,176,10751
1000,144,10761
1000,178,10770
1000,142,13501
1000,134,10860
1000,135,10467
1000,132,11036
1000,132,10639
1000,164,11286
1000,166,12548
1000,157,10356
1000,201,10998
1000,151,11660
1000,152,10634
1000,141,11364
1000,190,12408
1000,125,10015
1000,131,11496
1000,175,11617
1000,140,10904
1000,182,12528
1000,154,11013
1000,188,12262
1000,141,10431
1000,135,10930
1000,129,10852
1000,215,10402
1000,128,11615
1000,146,10964
1000,129,11562
1000,135,11803
1000,218,10524
1000,140,11501
1000,157,10463
1000,148,10646
1000,145,10452
1000,137,11299
1000,135,10180
1000,132,11646
1000,163,12505
1000,140,10442
1000,195,11953
1000,162,11215
1000,148,11107
1000,151,10959
1000,142,10762
1000,157,10389
1000,155,10853
1000,154,10265
1000,131,11811
1000,124,9510
1000,159,10827
1000,141,10517
1000,157,10416
1000,162,11024
1000,157,11290
1000,160,11179
1000,144,11687
1000,131,11084
1000,123,11342
1000,120,10547
1000,129,10768
1000,123,9828
1000,143,10653
1000,123,10085
1000,336,10990
1000,159,10641
1000,132,11366
1000,140,10916
1000,156,10986
1000,133,10463
1000,131,11120
1000,127,11185
1000,165,10713
1000,158,10759
1000,216,11443
1000,140,10498
1000,217,10956
1000,202,11601
1000,129,10824
1000,133,10426
1000,152,11889
1000,144,12280
1000,146,11439
1000,130,11485
1000,163,12082
1000,129,11479
1000,234,10289
1000,202,10619
1000,203,10596
1000,142,10044
1000,125,9888
1000,121,10466
1000,124,10592
1000,125,9990
1000,154,10642
1000,135,10875
1000,158,10291
1000,155,10279
1000,156,10654
1000,162,11672
1000,127,10946
1000,123,10222
1000,128,12358
1000,126,10908
1000,117,10972
1000,129,12687
1000,128,11105
1000,137,11565
1000,154,10366
1000,240,10792
1000,163,11319
1000,159,12414
1000,151,10815
1000,137,11343
1000,184,11112
1000,189,10628
1000,124,10310
1000,162,12721
1000,154,11126
1000,138,13382
1000,129,10675
1000,130,10814
1000,162,10496
1000,176,11731
1000,179,12483
1000,215,10693
1000,130,11464
1000,124,11303
1000,139,12720
1000,126,10504
1000,129,11572
1000,124,10598
1000,120,10656
1000,212,11533
1000,126,10134
1000,205,11060
1000,185,11660
1000,134,10146
1000,127,10701
1000,128,10862
1000,124,11123
1000,130,11089
1000,131,10482
1000,130,11063
1000,144,12292
1000,207,11176
1000,129,11013
1000,123,10351
1000,129,11559
1000,156,11114
1000,164,11176
1000,137,10803
1000,164,10673
1000,131,10200
1000,124,11247
1000,136,11305
1000,127,11682
1000,146,11415
1000,148,11197
1000,188,11491
1000,182,11343
1000,181,11097
1000,127,10759
1000,315,10573
1000,159,10214
1000,165,11270
1000,171,11562
1000,161,11031
1000,143,12107
1000,137,11262
1000,138,12344
1000,144,10619
1000,156,11043
1000,145,11029
1000,136,11413
1000,132,11987
1000,123,10874
1000,125,10742
1000,127,10330
1000,134,12083
1000,150,10440
1000,123,10450
1000,130,11129
1000,136,11041
1000,124,11141
1000,132,10458
1000,147,11494
1000,137,11046
1000,196,11127
1000,156,10498
1000,158,10860
1000,158,10579
1000,148,10433
1000,141,10105
1000,161,11680
1000,186,10590
1000,193,11422
1000,121,10911
1000,131,11289
1000,125,10821
1000,234,10176
1000,123,10280
1000,121,12382
1000,121,10622
1000,128,11261
1000,162,11036
1000,156,10971
1000,156,12542
1000,126,10801
1000,128,12128
1000,130,11490
1000,120,10393
1000,128,10782
1000,172,12471
1000,148,12105
1000,120,11064
1000,122,10680
1000,143,11636
1000,198,11795
1000,158,10280
1000,142,10711
1000,159,10550
1000,123,10737
1000,126,11167
1000,136,11739
1000,188,10675
1000,131,10474
1000,154,10987
1000,163,10178
1000,120,10414
1000,134,10684
1000,121,9992
1000,121,10451
1000,128,11188
1000,122,10624
1000,177,12046
1000,134,11740
1000,148,11897
1000,156,10314
1000,119,10538
1000,201,10173
1000,128,10642
1000,126,10145
1000,218,11184
1000,127,11244
1000,236,11764
1000,124,10279
1000,183,10588
1000,207,10774
1000,128,10970
1000,171,10288
1000,124,10747
1000,161,11538
1000,156,10245
1000,162,11478
1000,135,10136
1000,137,10652
1000,144,12061
1000,122,10060
1000,124,11368
1000,118,10370
1000,121,11498
1000,129,10759
1000,126,10556
1000,133,11755
1000,168,11072
1000,167,11718
1000,153,11005
1000,143,10369
1000,183,10670
1000,194,10080
1000,190,10649
1000,159,11421
1000,203,10917
1000,197,11602
1000,203,10617
1000,175,11833
1000,198,12124
1000,130,11493
1000,139,11031
1000,154,11523
1000,157,11297
1000,164,10435
1000,132,10402
1000,161,10616
1000,166,10448
1000,202,11219
1000,155,10709
1000,159,12503
1000,136,11534
1000,126,10404
1000,128,11080
1000,126,11053
1000,125,10336
1000,158,11459
1000,170,13343
1000,138,10074
1000,160,12302
1000,136,10582
1000,146,10382
1000,129,11125
1000,128,10485
1000,125,10636
1000,126,11079
1000,153,10892
1000,153,10116
1000,125,10186
1000,158,12260
1000,175,10838
1000,145,10437
1000,157,10230
1000,196,11234
1000,155,11244
1000,183,10577
1000,207,10466
1000,298,11084
1000,173,12534
1000,176,10354
1000,146,9619
1000,171,10263
1000,175,11291
1000,260,11327
1000,168,10792
1000,171,10676
1000,150,11092
1000,156,10801
1000,142,11066
1000,140,10413
1000,153,10415
1000,173,10245
1000,150,12621
1000,188,11308
1000,182,10553
1000,183,11219
1000,218,11778
1000,167,10452
1000,185,11001
1000,156,11037
1000,179,10998
1000,153,11304
1000,189,10041
1000,170,10930
1000,176,11303
1000,185,11697
1000,180,11508
1000,198,10164
1000,168,10346
1000,219,11315
1000,201,11954
1000,171,11732
1000,184,11362
1000,157,10845
1000,204,11218
1000,207,10885
1000,175,11275
1000,187,10107
1000,174,10422
1000,192,11764
1000,195,10476
1000,190,10365
1000,146,10771
1000,138,11205
1000,147,11839
1000,126,10059
1000,158,10992
1000,133,11037
1000,174,11760
1000,147,11856
1000,152,10399
1000,152,10560
1000,137,11019
1000,197,11624
1000,203,11555
1000,130,11046
1000,192,11508
1000,174,10421
1000,157,10649
1000,164,11054
1000,171,10484
1000,155,12741
1000,128,12202
1000,182,11676
1000,205,10955
1000,196,11526
1000,238,11605
1000,169,11825
1000,244,11785
1000,236,10004
1000,159,11930
1000,163,11513
1000,155,10858
1000,130,10739
1000,162,9888
1000,210,10343
1000,151,10264
1000,172,10498
1000,146,12525
1000,143,11032
1000,128,10644
1000,169,11567
1000,176,11422
1000,167,10814
1000,131,11132
1000,127,10632
1000,121,10777
1000,129,11070
1000,127,10221
1000,129,10344
1000,126,10645
1000,157,10385
1000,178,9684
1000,168,11184
1000,135,9946
1000,148,11569
1000,215,12699
1000,179,10862
1000,127,10457
1000,126,11136
1000,123,10393
1000,137,10469
1000,128,10913
1000,126,10502
1000,130,11300
1000,131,10388
1000,125,10810
1000,134,11193
1000,134,12006
1000,154,10031
1000,142,10854
1000,136,11193
1000,133,10546
1000,168,10853
1000,119,11757
1000,124,11353
1000,122,10478
1000,123,10815
1000,156,11694
1000,151,10175
1000,162,11171
1000,119,9849
1000,130,10792
1000,150,10423
1000,132,11042
1000,139,11348
1000,130,11503
1000,131,11674
1000,126,10620
1000,129,11105
1000,136,11019
1000,132,10967
1000,145,10613
1000,123,10674
1000,151,10841
1000,134,10549
1000,147,11572
1000,148,10690
10000,1990,147169
10000,2090,157767
10000,1708,157812
10000,1742,150693
10000,1741,150717
10000,1731,145737
10000,1761,157032
10000,1677,147979
10000,1716,154840
10000,1698,154895
10000,1658,148009
10000,2074,158187
10000,1858,159819
10000,1675,145873
10000,1711,158918
10000,1666,153563
10000,2072,155764
10000,2011,156071
10000,1683,147082
10000,1640,149235
10000,1666,154118
10000,1794,158711
10000,1656,149646
10000,1871,150439
10000,1903,170678
10000,1825,154055
10000,1838,164024
10000,1751,154344
10000,1927,156257
10000,2376,157837
10000,1695,151523
10000,1843,161717
10000,1732,150299
10000,1862,150170
10000,2184,163915
10000,2102,160645
10000,1709,159427
10000,2398,150774
10000,2179,149852
10000,2437,159995
10000,1840,159665
10000,1730,156430
10000,1750,166103
10000,1665,149486
10000,2110,162271
10000,1978,155277
10000,2100,151193
10000,1838,151418
10000,2235,158709
10000,1748,151459
10000,1643,154784
10000,1823,154951
10000,1715,155222
10000,1901,155706
10000,1922,154977
10000,2015,148906
10000,1728,151786
10000,1785,145944
10000,1904,173547
10000,1894,151356
10000,1796,149853
10000,2125,150469
10000,2153,144551
10000,2036,148419
10000,1916,157354
10000,1631,146539
10000,2119,155144
10000,1803,164024
10000,1702,162546
10000,1992,151948
10000,1708,163428
10000,1972,152156
10000,2118,155891
10000,2128,153776
10000,2348,153528
10000,1783,162278
10000,2168,150880
10000,1667,153516
10000,2259,154624
10000,2260,151129
10000,1834,149186
10000,1750,158022
10000,1899,162721
10000,1896,149900
10000,2183,157976
10000,1913,154540
10000,1864,164049
10000,2640,149572
10000,1925,146512
10000,1772,156693
10000,1957,153555
10000,1929,154533
10000,1937,151299
10000,1813,150299
10000,1823,162022
10000,1918,153704
10000,1706,155499
10000,2030,156592
10000,2032,146906
10000,2289,142928
10000,2133,155470
10000,1685,149129
10000,2140,159943
10000,1797,151086
10000,1802,150404
10000,1790,157117
10000,1762,151264
10000,1757,157381
10000,1855,164112
10000,1920,156402
10000,1937,161340
10000,2001,154435
10000,1834,157424
10000,1749,151920
10000,2237,157040
10000,1948,166022
10000,1680,151070
10000,1687,154717
10000,2973,166803
10000,2030,156818
10000,1685,148362
10000,1987,145977
10000,2255,163291
10000,2695,162891
10000,1807,150761
