n,rt_qs,c_qs
10000,1696,161983
10000,1666,155381
10000,1798,150412
10000,1993,170107
10000,1725,146040
10000,1631,156407
10000,2290,160243
10000,2235,149843
10000,2020,148694
10000,2071,152729
10000,1771,152469
10000,1783,167134
10000,1772,144990
10000,1859,154561
10000,1689,154821
10000,2096,163159
10000,1794,161026
10000,1895,153242
10000,2252,143826
10000,1980,163042
10000,1766,172370
10000,2547,164501
10000,1829,153072
10000,1780,152645
10000,2152,161905
10000,2083,150120
10000,1753,156758
10000,1701,166346
10000,2191,154638
10000,1825,170420
10000,1623,146578
10000,1823,156201
10000,2201,157266
10000,1789,168441
10000,1722,151195
10000,1707,146464
10000,1950,148266
10000,1693,154048
10000,1831,151341
10000,2317,148213
10000,2108,169670
10000,2114,166349
10000,1750,155450
10000,1713,153187
10000,2043,155262
10000,1857,157978
10000,1679,158042
10000,2006,166160
10000,1799,149885
10000,2073,157591
10000,1954,153388
10000,1713,160732
10000,1826,159481
10000,1867,148335
10000,1784,158333
10000,1971,167265
10000,2034,155946
10000,2092,146570
10000,1903,151572
10000,1655,154729
10000,2111,153582
10000,2780,161764
10000,2001,152377
10000,1652,157448
10000,1729,151512
10000,2067,159597
10000,1896,162988
10000,1661,154223
10000,1971,163186
10000,1725,150393
10000,2003,152682
10000,2054,155772
10000,1703,156027
10000,2216,145826
10000,1770,152051
10000,1690,151081
10000,1745,166250
10000,1884,162170
10000,1703,149094
10000,1986,150530
10000,1718,151149
10000,1733,160413
10000,1901,151261
10000,2358,151377
10000,1834,159244
10000,1904,159377
10000,2055,163631
10000,1684,159666
10000,2198,150540
10000,2152,155843
10000,1716,166029
10000,2014,154979
10000,1840,166734
10000,2089,150804
10000,1997,145968
10000,1901,159153
10000,1804,154492
10000,1942,176638
10000,1771,150595
10000,1716,150859
10000,1688,154749
10000,2159,147073
10000,2042,156092
10000,1954,159474
10000,2028,150760
10000,2375,174363
10000,2144,158713
10000,1693,147627
10000,1766,152349
10000,2508,152462
10000,1740,153789
10000,2097,156214
10000,2251,147426
10000,2399,155249
10000,2004,162372
10000,1783,163652
10000,2038,166758
10000,1846,152498
10000,2564,159262
10000,1797,161521
10000,2286,170529
10000,1893,166813
10000,1690,147813
10000,1690,157923
10000,1846,146143
10000,1765,158392
10000,1681,153447
10000,1836,151240
10000,1926,155719
10000,1819,152726
10000,1792,160872
10000,2002,153998
10000,2015,152885
10000,1636,146235
10000,1994,159480
10000,1845,159676
10000,2163,159070
10000,2364,164341
10000,1911,155077
10000,1648,151657
10000,2210,153042
10000,2217,156529
10000,1973,157167
10000,1754,150994
10000,1702,154104
10000,1785,158791
10000,2056,158570
10000,1685,153289
10000,1877,171731
10000,1732,157531
10000,1725,150832
10000,2105,165857
10000,2031,155531
10000,1686,147259
10000,1996,155371
10000,1889,150596
10000,2065,153015
10000,1883,154830
10000,1677,149573
10000,1718,156389
10000,1831,157855
10000,1916,151411
10000,1821,157263
10000,1952,153350
10000,1947,152334
10000,1712,149460
10000,1728,163316
10000,1701,149067
10000,1700,151425
10000,1755,150128
10000,1751,153780
10000,1823,151746
10000,2052,158485
10000,1965,148508
10000,2033,169701
10000,1911,158237
10000,1954,144624
10000,2389,167199
10000,2158,152769
10000,1840,153149
10000,1730,149006
10000,1721,157504
10000,2072,167894
10000,2077,152026
10000,1974,145525
10000,1805,149616
10000,1731,154210
10000,1875,151468
10000,2015,165978
10000,2070,154633
10000,1804,145942
10000,2225,161661
10000,1996,149169
10000,1692,153776
10000,1907,162764
10000,1730,157560
10000,1993,158885
10000,1685,149557
10000,1989,152638
10000,2202,158069
10000,2100,152988
10000,1987,155224
10000,1877,148232
10000,1791,149029
10000,1881,151984
10000,1803,146339
10000,1738,155356
10000,1679,147681
10000,1706,145623
10000,1845,165675
10000,1758,156807
10000,2065,152345
10000,1680,158163
10000,1796,151562
10000,1926,152516
10000,1793,157730
10000,1789,162872
10000,1734,143637
10000,2309,162877
10000,2166,157167
10000,1708,161872
10000,2064,152740
10000,1833,150836
10000,1832,153511
10000,1744,147886
10000,2298,155308
10000,2192,164689
10000,1798,154560
10000,2097,149583
10000,1903,163012
10000,1758,154904
10000,1830,150844
10000,1643,148546
10000,1677,151913
10000,1865,160824
10000,1773,156540
10000,1974,164958
10000,1730,164285
10000,1750,154608
10000,2133,154234
10000,2259,153896
10000,1707,169497
10000,2319,155903
10000,2163,152886
10000,2190,159497
10000,1697,146169
10000,2167,152021
10000,1954,159882
10000,1748,149774
10000,1889,147690
10000,1873,159007
10000,1669,149257
10000,1887,151835
10000,2193,184273
10000,1709,147650
10000,1755,157898
10000,1758,156933
10000,1869,154127
10000,1931,152855
10000,1832,170533
10000,1697,145742
10000,1891,156527
10000,1688,152221
10000,1932,151949
10000,1754,151609
10000,1694,153457
10000,1792,165433
10000,1678,156822
10000,1663,153902
10000,1904,163983
10000,1698,164747
10000,2038,149105
10000,2043,165324
10000,1693,148459
10000,1847,149847
10000,2156,162119
10000,2533,162683
10000,2190,150198
10000,2090,166769
10000,1884,155499
10000,1824,166881
10000,1888,148783
10000,1796,158779
10000,1752,166604
10000,1851,154697
10000,2068,160208
10000,1663,156965
10000,1863,153874
10000,1861,155695
10000,1667,149424
10000,1789,152969
10000,1779,163696
10000,1708,153659
10000,1802,156866
10000,1877,152349
10000,1750,161354
10000,1763,148321
10000,1745,151958
10000,1776,156900
10000,1945,162975
10000,2108,165926
10000,1902,155314
10000,1739,152691
10000,1782,158938
10000,2021,151311
10000,1676,161822
10000,1778,156905
10000,2468,160016
10000,1943,160361
10000,1858,157130
10000,1726,156341
10000,2211,156588
10000,2073,159086
10000,1733,154081
10000,1768,152077
10000,1832,147734
10000,1727,151868
10000,1691,152589
10000,1875,157160
10000,1884,157041
10000,1991,162104
10000,1772,144499
10000,1739,152625
10000,1693,148059
10000,2510,151066
10000,1766,154602
10000,1683,151023
10000,2098,150939
10000,1997,168768
10000,1746,159387
10000,1948,169241
10000,2028,161417
10000,1827,146572
10000,1714,159710
10000,1952,148259
10000,2112,160492
10000,1747,151582
10000,1772,147564
10000,1973,154110
10000,2008,166629
10000,2310,147984
10000,1788,152877
10000,1674,149991
10000,2137,152999
10000,2331,158226
10000,2301,153950
10000,1660,150588
10000,1820,157528
10000,1942,157406
10000,1651,149353
10000,1839,164519
10000,1810,159581
10000,2492,158232
10000,1857,156547
10000,1655,148631
10000,1997,158282
10000,1808,156097
10000,2180,142238
10000,1622,157731
10000,1976,151629
10000,1720,158557
10000,1712,151498
10000,1698,145086
10000,1907,149524
10000,1838,152069
10000,1769,160402
10000,1661,145465
10000,2009,152665
10000,1597,151076
10000,1823,148921
10000,2295,160731
10000,1880,148999
10000,1681,150691
10000,1948,171359
10000,1676,152876
10000,2120,157053
10000,1977,148164
10000,1793,144955
10000,1733,160001
10000,1921,150615
10000,1664,154497
10000,2006,159772
10000,2400,148150
10000,2384,165450
10000,4034,162181
10000,3595,150759
10000,2055,151551
10000,1753,150827
10000,2167,160753
10000,2473,157475
10000,2566,153266
10000,2072,151857
10000,2205,152683
10000,1795,152911
10000,1868,161030
10000,2253,148501
10000,1775,158502
10000,2063,171591
10000,1807,152371
10000,1935,153837
10000,1823,165516
10000,1813,154165
10000,2043,155912
10000,2913,157350
10000,2299,150344
10000,2054,147331
10000,2145,149393
10000,2075,147387
10000,1958,152194
10000,2443,160246
10000,2412,158428
10000,1848,152206
10000,2315,150821
10000,1851,152996
10000,1885,160913
10000,2225,152155
10000,1954,149450
10000,2006,157266
10000,1876,161879
10000,2144,154244
10000,1867,153349
10000,1805,154274
10000,1738,158871
10000,1976,168297
10000,1703,148346
10000,1684,147629
10000,1662,150143
10000,1841,173761
10000,1662,144151
10000,1700,154550
10000,1979,157521
10000,1742,150663
10000,1681,153270
10000,2105,154974
10000,1732,152802
10000,1925,152733
10000,1982,158899
10000,1867,153479
10000,1746,153244
10000,1900,156088
10000,1669,158105
10000,1770,146060
10000,1728,159539
10000,2120,151972
10000,2021,153588
10000,2486,156452
10000,1672,151519
10000,1711,153481
10000,1703,162572
10000,1840,163513
10000,2036,165747
10000,1928,153297
10000,1646,150405
10000,1896,152262
10000,1924,164003
10000,1711,149883
10000,2080,159706
10000,1695,154499
10000,1772,158042
10000,2167,154400
10000,2136,162588
10000,1692,148960
10000,1934,151384
10000,2352,152025
10000,1771,153390
10000,1998,159568
10000,1695,149615
10000,1867,155164
10000,1781,149374
10000,1798,157443
10000,1882,152982
10000,1808,157130
10000,2050,148483
10000,2080,160007
10000,2784,150132
10000,1953,153851
10000,1793,152957
10000,1698,162246
10000,1719,152434
10000,1893,167520
10000,1793,154625
10000,1965,150684
10000,1936,155674
10000,1696,166082
10000,1805,151958
10000,1709,154280
10000,1937,150109
10000,1744,162078
10000,1855,152065
10000,2034,151111
10000,1966,160773
10000,1754,152463
10000,1895,157021
10000,1836,151566
10000,1861,156617
10000,1684,148178
10000,1727,149974
10000,1902,155155
10000,1894,156651
10000,1889,149581
10000,1699,154854
10000,1895,155723
10000,1683,166489
10000,2301,149057
10000,1865,162119
10000,1788,152449
10000,1756,162390
10000,1778,151685
10000,1856,150962
10000,1958,151337
10000,1805,162600
10000,1710,153628
10000,1876,166691
10000,1806,158533
10000,1653,149118
10000,2003,148641
10000,1829,156310
10000,1655,151665
10000,1902,156996
10000,1880,153824
10000,1862,145310
10000,1793,159895
10000,1723,152325
10000,1969,155757
10000,1712,153857
10000,1860,149465
10000,1873,152396
10000,1852,162134
10000,2012,170890
10000,2100,152627
10000,2192,150660
10000,2334,165992
10000,1914,155723
10000,1953,159605
10000,1749,152319
10000,1712,160822
10000,1856,168920
10000,1905,152442
10000,1708,149374
10000,1981,152615
10000,1987,155008
10000,2209,154565
10000,2147,161768
10000,2262,146637
10000,1927,144952
10000,1819,149099
10000,2035,157342
10000,2087,151335
10000,1731,153904
10000,1653,148343
10000,1665,158759
10000,2176,147158
10000,1760,146571
10000,1759,168949
10000,1928,178050
10000,1825,143905
10000,1788,147068
10000,2386,156735
10000,1851,166127
10000,2107,155477
10000,2119,153250
10000,2145,167753
10000,1936,155690
10000,1707,161866
10000,1752,154513
10000,1984,156493
10000,2065,154109
10000,1685,151052
10000,2448,153198
10000,2276,151200
10000,2192,149256
10000,2256,156334
10000,1670,158438
10000,1829,146462
10000,2220,152933
10000,1856,158505
10000,1848,146919
10000,1746,160604
10000,1703,160495
10000,1958,149431
10000,1750,153747
10000,1770,153114
10000,1815,154856
10000,1946,151372
10000,2130,148355
10000,2278,154255
10000,2116,158761
10000,2264,145995
10000,2242,152577
10000,1653,152116
10000,2151,146864
10000,2408,157987
10000,2032,150898
10000,1779,149251
10000,1864,152161
10000,1889,154238
10000,2335,159827
10000,1811,148475
10000,2221,154697
10000,1887,154600
10000,1762,160445
10000,2174,150396
10000,1734,161139
10000,1704,151200
10000,1922,157645
10000,1679,148024
10000,2242,154820
10000,2109,156903
10000,1697,152185
10000,1710,145331
10000,1688,149002
10000,1822,168940
10000,2084,164851
10000,1842,158623
10000,1716,153603
10000,1830,150726
10000,1952,149370
10000,2083,162999
10000,2499,145499
10000,2265,156966
10000,1760,152337
10000,1755,148080
10000,1657,149045
10000,1654,150171
10000,1857,152547
10000,1959,155559
10000,2188,161652
10000,1704,163053
10000,1898,155661
10000,1852,150300
10000,1717,155331
10000,1946,167133
10000,1706,149126
10000,1680,147952
10000,2015,152792
10000,1735,150878
10000,1926,177960
10000,1836,152023
10000,1639,164270
10000,1762,153558
10000,2105,149323
10000,1899,151669
10000,1736,154945
10000,2349,148215
10000,2405,162914
10000,1951,164923
10000,2560,151469
10000,2096,166480
10000,2037,152006
10000,1781,147632
10000,1902,161389
10000,2185,165381
10000,1804,157266
10000,1929,147101
10000,2061,155949
10000,2051,151409
10000,2828,146147
10000,1814,157766
10000,1821,148120
10000,1682,148240
10000,2271,148610
10000,1690,145663
10000,2089,146814
10000,1949,148740
10000,2059,159523
10000,2388,148275
10000,1916,171883
10000,2011,155260
10000,1862,162129
10000,1759,152554
10000,2144,158920
10000,1672,153084
10000,1965,160899
10000,1776,144334
10000,2290,153200
10000,1869,157128
10000,1781,157160
10000,1946,156667
10000,2071,162575
10000,1696,147583
10000,1732,150385
10000,2272,150830
10000,2076,160776
10000,2285,168006
10000,2518,151600
10000,1875,151865
10000,2094,164413
10000,1978,172417
10000,1866,171854
10000,2505,151260
10000,2117,150910
10000,1652,150317
10000,1693,151224
10000,2081,157310
10000,1948,151424
10000,1740,150931
10000,2203,152721
10000,2400,156322
10000,2478,161531
10000,2543,163529
10000,2050,157236
10000,1817,149153
10000,1733,161126
10000,2556,157985
10000,1877,145249
10000,1654,152289
10000,1948,152195
10000,2146,155571
10000,1856,152324
10000,1757,155509
10000,1797,156266
10000,1850,150612
10000,1671,153598
10000,2079,148153
10000,2664,155649
10000,2537,160490
10000,1784,150994
10000,1836,156909
10000,1856,162912
10000,1956,170651
10000,1769,157918
10000,1717,155328
10000,2021,156080
10000,2269,154823
10000,1666,153982
10000,2652,164684
10000,1721,159187
10000,2071,146629
10000,2395,154505
10000,1836,152387
10000,1768,157424
10000,2013,148625
10000,1915,157167
10000,1789,167676
10000,1685,150401
10000,1855,170263
10000,1830,150422
10000,1677,153550
10000,1690,144770
10000,1874,158893
10000,1741,150682
10000,1691,153665
10000,1681,145492
10000,1953,153191
10000,1944,151382
10000,2175,145758
10000,1944,157646
10000,1801,152215
10000,1908,149314
10000,2180,154156
10000,2181,149471
10000,2046,163534
10000,1737,162193
10000,1873,162388
10000,1809,162489
10000,1769,164002
10000,1683,150976
10000,1661,155082
10000,1832,154633
10000,2317,151873
10000,1679,155133
10000,1853,151411
10000,1671,156992
10000,1795,160461
10000,1873,163094
10000,1862,149100
10000,1664,151604
10000,1847,153156
10000,1635,150381
10000,1763,153057
10000,1919,164828
10000,1845,148082
10000,1885,157613
10000,1740,155389
10000,1953,160343
10000,1660,150943
10000,1844,156928
10000,1659,154298
10000,1703,155107
10000,2147,171335
10000,1852,154674
10000,1613,159381
10000,1634,152497
10000,1917,161274
10000,2007,156264
10000,1981,163199
10000,2007,170032
10000,1641,151191
10000,1972,164411
10000,1843,146548
10000,1710,156149
10000,1715,159657
10000,2314,160214
10000,2028,154332
10000,1856,164183
10000,2190,154179
10000,2167,148795
10000,1905,156323
10000,1735,147035
10000,1836,148252
10000,2245,157870
10000,2248,155925
10000,2197,158022
10000,1662,150403
10000,1714,161905
10000,1716,160346
10000,2241,153329
10000,2042,168065
10000,1890,157499
10000,1700,157843
10000,1709,159052
10000,1688,146207
10000,1966,163246
10000,2366,148627
10000,2135,154397
10000,1709,158786
10000,1767,148422
10000,1661,147422
10000,2103,158492
10000,1833,150653
10000,1922,151358
10000,1730,163511
10000,2056,154769
10000,1930,154197
10000,2631,162044
10000,1924,155163
10000,2005,156035
10000,1674,154545
10000,1677,152966
10000,3034,161528
10000,2125,166089
10000,1913,147320
10000,2096,150824
10000,2044,154792
10000,1779,156345
10000,1981,151399
10000,1780,158939
10000,1766,144904
10000,1754,150701
10000,1764,159935
10000,1710,152009
10000,1902,153553
10000,1929,163876
10000,1714,154582
10000,2135,148522
10000,1944,149481
10000,1699,161779
10000,1865,161526
10000,1700,155249
10000,2051,151051
10000,1794,158715
10000,2252,154039
10000,1943,150911
10000,1874,163711
10000,1925,157671
10000,1969,151331
10000,1773,156932
10000,1710,150247
10000,2375,156569
10000,2289,155217
10000,2315,168277
10000,1703,160286
10000,1726,156181
10000,1925,147013
10000,2694,159900
10000,2095,160605
10000,1697,157508
10000,1667,160451
10000,1929,157430
10000,2038,150050
10000,1852,158352
10000,1988,147978
10000,1951,147882
10000,1754,147811
10000,1658,143033
10000,1799,164362
10000,2173,156855
10000,1953,161893
10000,1685,145481
10000,1686,150825
10000,1935,165261
10000,2007,152815
10000,1896,155993
10000,1833,152302
10000,1889,176002
10000,1739,157349
10000,2255,169041
10000,2169,152505
10000,1709,151529
10000,1951,156166
10000,2206,160265
10000,1942,158572
10000,1846,154745
10000,2030,150830
10000,2118,161427
10000,2174,174139
10000,1689,156346
10000,1694,153393
10000,1970,157458
10000,1754,158006
10000,1682,153617
10000,1755,159383
10000,1804,149384
10000,2028,156138
10000,2284,149048
10000,1676,156174
10000,1696,152444
10000,1897,152638
10000,1851,152368
10000,1738,160296
10000,2189,158493
10000,1915,151089
10000,1645,163646
10000,1732,155676
10000,1929,154996
10000,1724,164139
10000,2172,154006
10000,1970,152884
10000,1980,157489
10000,1880,145646
10000,1759,158762
10000,2114,170644
10000,1761,155029
10000,1817,150226
10000,1821,148430
10000,2766,148267
10000,1764,161379
10000,2664,160317
10000,1976,155915
10000,2167,149544
10000,2073,161978
10000,1645,145312
10000,1666,141813
10000,1713,153795
10000,1668,152427
10000,1739,165957
10000,1711,158149
10000,1763,153894
10000,1692,159026
10000,1962,153799
10000,1743,150326
10000,1976,165304
10000,2243,153668
10000,2249,164100
10000,1858,165497
10000,1726,147376
10000,1823,157431
10000,1737,155264
10000,1698,156484
10000,1678,152659
10000,1699,154930
10000,2467,162483
10000,1872,150015
10000,2048,158020
10000,1960,148217
10000,1802,162408
10000,1746,163616
10000,2540,157051
10000,1775,165644
10000,1808,161413
10000,2033,150540
10000,1650,149566
10000,1715,166052
10000,1769,159229
10000,1860,149145
10000,2244,150246
10000,2307,153180
10000,2453,159472
10000,2827,158410
10000,1950,161814
10000,2265,160587
10000,1686,153052
10000,2170,154763
10000,1990,152990
10000,1950,151274
10000,1852,154752
10000,1721,158052
10000,2293,175756
10000,1703,152197
10000,1769,152974
10000,2140,176251
10000,2159,155981
10000,2051,156653
10000,1981,151285
10000,2141,151839
10000,2513,150008
10000,1958,149334
10000,2334,156580
10000,1745,158865
10000,1689,157539
10000,1956,160245
10000,1932,145939
10000,1845,172257
10000,1691,149796
10000,1966,170593
10000,2242,150382
10000,1715,153759
10000,1915,155220
10000,1884,149103
10000,1864,166378
10000,1904,155225
10000,2445,155719
10000,1624,157471
10000,1817,155192
10000,1932,156494
10000,1789,151789
10000,1724,157230
10000,2033,153047
10000,1885,152919
10000,1789,158628
10000,1740,150773
10000,1866,151415
10000,1921,162471
10000,2021,160944
10000,1731,148953
10000,1855,147375
10000,1722,152160
10000,1909,156701
10000,1876,146700
10000,2085,157929
10000,1904,155972
10000,1720,156526
10000,2138,159842
10000,1926,154184
10000,1933,156821
10000,2229,157237
10000,1821,157460
10000,2043,160649
10000,1905,153900
10000,2089,161024
10000,2036,147503
10000,2131,162222
10000,1888,153848
10000,1903,146362
10000,1894,149429
10000,1973,148076
10000,1990,156425
10000,1901,173295
10000,1885,153308
10000,1965,154084
10000,1721,151374
10000,1785,146580
10000,1782,147672
10000,1966,144998
10000,1763,154203
10000,1737,161740
10000,2146,156774
10000,2323,152225
10000,1892,151863
10000,1593,155227
10000,1762,154266
10000,1846,162546
10000,1769,159456
10000,1939,148606
10000,1855,152404
10000,1642,155800
10000,1967,161110
10000,1669,149691
10000,2279,149889
10000,2160,151602
10000,1695,153840
10000,2076,150402
10000,1832,174397
10000,1929,167650
10000,2835,153890
10000,1818,159914
10000,1936,155926
10000,1833,150327
10000,1743,163187
10000,2112,158577
10000,2023,156401
10000,1718,157337
10000,1859,155669
10000,2118,152939
10000,1753,150868
10000,2406,158143
10000,1819,149988
10000,1782,153530
10000,1862,159931
10000,2177,163671
10000,1752,154884
10000,2825,171262
10000,1893,153530
10000,1831,146787
10000,2143,145071
10000,1696,154265
10000,1873,160204
10000,2415,154222
10000,1781,180019
10000,1940,154195
10000,2777,159608
10000,2675,160447
10000,2015,168557
10000,2091,156287
10000,2099,148825
10000,1688,154478
10000,1767,149760
10000,2342,157936
10000,1932,150787
10000,1827,154644
10000,1782,152109
10000,2093,170541
10000,2073,165921
10000,2125,148514
10000,1857,150387
10000,1694,164157
10000,2413,166305
10000,2125,164215
10000,1771,162679
10000,1907,162910
10000,1902,156545
10000,2041,154412
10000,2400,152318
10000,1923,152127
10000,2241,152503
10000,2018,155283
10000,1700,153668
10000,1905,145025
10000,1983,149176
10000,1816,150427
10000,1850,155154
10000,1719,155583
10000,2142,151303
10000,1787,154417
10000,1943,161020
10000,2823,154338
10000,2165,157832
10000,1814,162718
10000,1779,161662
10000,2265,147555
10000,1730,152932
10000,1828,159163
10000,1723,152659
10000,1744,149974
10000,1901,158011
10000,1977,168165
10000,1761,164563
10000,2172,150627
10000,1829,150778
10000,1905,155313
10000,1696,158748
10000,1855,153031
10000,2786,153607
10000,1730,157923
10000,1961,154352
10000,1778,149882
10000,1767,155132
10000,2118,146779
10000,2003,148361
10000,1883,152597
10000,1792,155196
10000,1875,147366
10000,2292,152447
10000,1904,172238
10000,1753,163650
10000,1688,144961
10000,1783,149850
10000,1728,158619
10000,1993,165045
10000,1826,151867
10000,1671,149623
10000,1779,160887
10000,1991,153975
10000,2010,153810
10000,1727,148247
10000,2072,158709
10000,1663,148831
10000,1709,153565
10000,1994,153975
10000,1881,151351
10000,1839,149698
10000,1640,150165
10000,1721,152307
10000,1873,153606
10000,1953,155701
10000,1784,154540
10000,1822,149457
10000,2034,160170
10000,1795,150210
10000,1742,163712
10000,1851,155934
10000,1802,149889
10000,1933,155795
10000,1805,144366
10000,1720,151297
10000,1825,147614
10000,2022,161046
10000,1778,153891
10000,1723,148950
10000,2175,157156
10000,1938,151571
10000,2118,152390
10000,1821,169374
10000,1795,156308
10000,2324,158407
10000,2033,159340
10000,1796,157655
10000,1700,148536
10000,1819,151229
10000,2189,148352
10000,1770,153760
10000,1979,159578
10000,2733,150870
10000,2440,156095
10000,2855,156329
10000,2354,153102
10000,1739,148273
10000,1803,167710
10000,1939,157237
10000,2114,149320
10000,1759,149764
10000,1662,144398
10000,1916,156872
10000,1982,157585
10000,2151,156875
10000,1895,151969
10000,2017,148137
10000,1862,148472
10000,2387,150063
10000,1997,152086
10000,1933,156284
10000,1646,150802
10000,1795,156552
10000,1992,160300
10000,1918,153261
10000,2146,151762
10000,2070,156186
10000,2090,153217
10000,2160,153588
10000,1770,161455
10000,2134,153004
10000,1757,154344
10000,1890,154267
10000,2042,170369
10000,1738,152011
10000,1908,162720
10000,1743,152263
10000,1893,148991
10000,1819,155493
10000,1852,155000
10000,1734,155663
10000,1890,159745
10000,1753,152001
10000,1726,151995
10000,1797,148634
10000,1826,154024
10000,1974,166036
10000,1781,148449
10000,1983,151038
10000,1911,163858
10000,1798,149300
10000,1931,156536
10000,2041,155692
10000,2340,164714
10000,1790,155305
10000,2175,186400
10000,2113,154682
10000,1768,158329
10000,1743,150667
10000,1691,163205
10000,2001,158204
10000,1989,160577
10000,1777,160553
10000,1944,152637
10000,2178,154608
10000,1923,161417
10000,1956,157386
10000,2288,154353
10000,1951,149175
10000,1825,165828
10000,1901,183542
10000,1777,161163
10000,1791,154563
10000,1779,153827
10000,2308,148623
10000,1825,153542
10000,1739,147918
10000,1821,156600
10000,1809,161433
10000,1702,147404
10000,1987,165370
10000,1812,147683
10000,1736,150038
10000,1913,175802
10000,1825,155193
10000,1794,159360
10000,1732,153173
10000,2031,163926
10000,2344,159789
10000,2231,163094
10000,1702,150547
10000,1847,167895
10000,2008,154807
10000,2117,166438
10000,1747,153371
10000,1703,149916
10000,1719,150406
10000,1880,155287
10000,1896,149569
10000,1829,150464
10000,1689,150247
10000,1706,154406
10000,2306,160304
10000,2326,163486
10000,1798,156041
10000,1840,149170
10000,2052,151190
10000,2099,152238
10000,1738,148066
10000,1888,167111
10000,2201,154482
10000,2225,161047
10000,1719,152040
10000,1695,151631
10000,1793,149975
10000,1741,156332
10000,1927,150710
10000,1814,162368
10000,1806,146784
10000,1683,147070
10000,1844,158647
10000,2191,159204
10000,2055,152114
10000,2098,153996
10000,1687,152644
10000,1983,150113
10000,1985,157758
10000,1806,162983
10000,1709,153411
10000,2210,156629
10000,1981,148041
10000,1739,152684
10000,1778,151005
10000,2121,161460
10000,2009,156032
10000,2070,162531
10000,2108,146713
10000,1856,154473
10000,1886,154007
10000,2081,160544
10000,2184,147116
10000,1775,157912
10000,1934,155406
10000,1787,150089
10000,2096,161940
10000,1851,158944
10000,1821,154319
10000,2154,155280
10000,1963,151740
10000,1813,158601
10000,1703,154129
10000,1680,156277
10000,1832,151720
10000,1822,150963
10000,1901,164242
10000,2273,157778
10000,2432,148737
10000,2261,170547
10000,2062,159244
10000,1711,155995
10000,1673,149712
10000,1900,156456
10000,2033,150556
10000,1761,152699
10000,1818,161171
10000,1712,147951
10000,1680,152382
10000,1776,156510
10000,1764,153360
10000,1821,161746
10000,1962,153471
10000,1674,150593
10000,2057,169254
10000,1904,164342
10000,1932,147145
10000,1952,150304
10000,2426,153602
10000,1966,155861
10000,2309,159207
10000,2193,174359
10000,1870,156997
10000,2161,149774
10000,1692,149023
10000,1899,147677
10000,2000,154165
10000,1653,152296
10000,1671,154900
10000,2043,158715
10000,1706,150877
10000,2013,146866
10000,1742,149567
10000,1708,161375
10000,1642,149674
10000,2090,159189
10000,1789,163318
10000,1849,152284
10000,1735,151412
10000,1715,154842
10000,1718,149644
10000,1763,157538
10000,2034,156232
10000,2257,152222
10000,1723,152265
10000,2012,163751
10000,1712,154168
10000,1715,160855
10000,1697,158278
10000,1707,156065
10000,1949,165400
10000,2120,150498
10000,1946,163309
10000,2278,155549
10000,2058,150819
10000,1888,145298
10000,1834,158169
10000,2269,158027
10000,1849,164577
10000,1719,159490
10000,2144,157291
10000,1669,147243
10000,1823,161173
10000,1770,156536
10000,1977,159327
10000,1712,154906
10000,2218,146714
10000,1755,153010
10000,1863,154027
10000,1873,152905
10000,2132,157460
10000,2016,151405
10000,1820,159858
10000,1845,148981
10000,2099,153570
10000,1852,159531
10000,1670,146511
10000,1881,150537
10000,1803,156289
10000,2189,190674
10000,1892,149846
10000,1695,156653
10000,1834,153217
10000,1716,151572
10000,2537,150055
10000,1868,153174
10000,2079,172266
10000,2258,152816
10000,2252,161671
10000,2234,153690
10000,1921,152632
10000,1728,148848
10000,1657,152503
10000,1692,150393
10000,1739,156832
10000,1818,160382
10000,1790,155254
10000,1709,154273
10000,2123,145979
10000,1831,161730
10000,1877,156272
10000,1890,145755
10000,2087,152895
10000,1847,152995
10000,2197,161332
10000,2026,174334
10000,2056,159010
10000,2126,153407
10000,1731,149006
10000,1959,168664
10000,1700,149048
10000,1727,153826
10000,1894,157361
10000,2140,159570
10000,1821,149101
10000,1707,155723
10000,2930,153140
10000,2705,165123
10000,2834,148290
10000,2494,167310
10000,2609,148270
10000,2490,165493
10000,1956,149027
10000,1712,154269
10000,2297,143361
10000,1934,157389
10000,1702,152877
10000,1828,166030
10000,2070,164095
10000,1804,163622
10000,1771,155521
10000,2928,165021
10000,2002,149712
10000,2031,148903
10000,2239,157589
10000,2300,154921
10000,2224,153036
10000,1791,155007
10000,1937,158985
10000,1869,157086
10000,1669,156847
10000,2055,148614
10000,2380,157828
10000,2140,144130
10000,1953,162944
10000,1787,154909
10000,2408,168677
10000,1964,144140
10000,2167,156386
10000,2103,155877
10000,1698,158254
10000,1854,150883
10000,1911,152733
10000,1756,159189
10000,1740,151648
10000,1730,158502
10000,1701,150123
10000,1849,148554
10000,1939,165174
10000,2027,148825
10000,1762,161438
10000,2074,160868
10000,1997,163447
10000,1841,149702
10000,1787,166264
10000,1823,149418
10000,2027,166894
10000,1914,148973
10000,1777,149416
10000,1900,153214
10000,2435,153192
10000,1792,153830
10000,1857,155377
10000,2127,150775
10000,1755,174396
10000,2012,154657
10000,2751,175277
10000,2251,158344
10000,1740,150576
10000,1942,155576
10000,1729,153831
10000,1729,166924
10000,2198,147542
10000,2360,173501
10000,1666,148273
10000,1969,152557
10000,1673,151628
10000,2117,152252
10000,2114,157616
10000,1837,156667
10000,1884,161718
10000,1728,169975
10000,2058,147004
10000,2026,161534
10000,2043,147796
10000,2347,148685
